"tips","max_crep","Order","Family","Genus"
"Eidolon_dupreanum","nocturnal","Chiroptera","Pteropodidae","Eidolon"
"Eidolon_helvum","nocturnal","Chiroptera","Pteropodidae","Eidolon"
"Eira_barbara","diurnal","Carnivora","Mustelidae","Eira"
"Elaphodus_cephalophus","crepuscular","Artiodactyla","Cervidae","Elaphodus"
"Elaphurus_davidianus","diurnal","Artiodactyla","Cervidae","Elaphurus"
"Elephantulus_brachyrhynchus","diurnal","Macroscelidea","Macroscelididae","Elephantulus"
"Elephantulus_edwardii","diurnal","Macroscelidea","Macroscelididae","Elephantulus"
"Elephantulus_fuscipes","diurnal","Macroscelidea","Macroscelididae","Elephantulus"
"Elephantulus_fuscus","diurnal","Macroscelidea","Macroscelididae","Elephantulus"
"Elephantulus_intufi","diurnal","Macroscelidea","Macroscelididae","Elephantulus"
"Elephantulus_myurus","diurnal","Macroscelidea","Macroscelididae","Elephantulus"
"Elephantulus_pilicaudus","diurnal","Primates",NA,NA
"Elephantulus_revoili","diurnal","Macroscelidea","Macroscelididae","Elephantulus"
"Elephantulus_rozeti","diurnal","Primates",NA,NA
"Elephantulus_rufescens","diurnal","Macroscelidea","Macroscelididae","Elephantulus"
"Elephantulus_rupestris","diurnal","Macroscelidea","Macroscelididae","Elephantulus"
"Elephas_maximus","nocturnal","Proboscidea","Elephantidae","Elephas"
"Eligmodontia_moreni","nocturnal","Rodentia","Cricetidae","Eligmodontia"
"Eligmodontia_morgani","nocturnal","Rodentia","Cricetidae","Eligmodontia"
"Eligmodontia_puerulus","nocturnal","Rodentia","Cricetidae","Eligmodontia"
"Eligmodontia_typus","nocturnal","Rodentia","Cricetidae","Eligmodontia"
"Eliomys_melanurus","nocturnal","Rodentia","Gliridae","Eliomys"
"Eliomys_munbyanus","nocturnal","Rodentia","Gliridae","Eliomys"
"Eliomys_quercinus","nocturnal","Rodentia","Gliridae","Eliomys"
"Eliurus_antsingy","nocturnal","Rodentia","Nesomyidae","Eliurus"
"Eliurus_danieli","nocturnal","Rodentia","Nesomyidae","Eliurus"
"Eliurus_ellermani","nocturnal","Rodentia","Nesomyidae","Eliurus"
"Eliurus_grandidieri","nocturnal","Rodentia","Nesomyidae","Eliurus"
"Eliurus_majori","nocturnal","Rodentia","Nesomyidae","Eliurus"
"Eliurus_minor","nocturnal","Rodentia","Nesomyidae","Eliurus"
"Eliurus_myoxinus","nocturnal","Rodentia","Nesomyidae","Eliurus"
"Eliurus_penicillatus","nocturnal","Rodentia","Nesomyidae","Eliurus"
"Eliurus_petteri","nocturnal","Rodentia","Nesomyidae","Eliurus"
"Eliurus_tanala","nocturnal","Rodentia","Nesomyidae","Eliurus"
"Eliurus_webbi","nocturnal","Rodentia","Nesomyidae","Eliurus"
"Emballonura_alecto","nocturnal","Chiroptera","Emballonuridae","Emballonura"
"Emballonura_atrata","nocturnal","Chiroptera","Emballonuridae","Emballonura"
"Emballonura_beccarii","nocturnal","Chiroptera","Emballonuridae","Emballonura"
"Emballonura_dianae","nocturnal","Chiroptera","Emballonuridae","Emballonura"
"Emballonura_furax","nocturnal","Chiroptera","Emballonuridae","Emballonura"
"Emballonura_monticola","nocturnal","Chiroptera","Emballonuridae","Emballonura"
"Emballonura_raffrayana","nocturnal","Chiroptera","Emballonuridae","Emballonura"
"Emballonura_semicaudata","nocturnal","Chiroptera","Emballonuridae","Emballonura"
"Emballonura_serii","nocturnal","Chiroptera","Emballonuridae","Emballonura"
"Emballonura_tiavato","nocturnal","Chiroptera","Emballonuridae","Emballonura"
"Enchisthenes_hartii","nocturnal","Primates",NA,NA
"Enhydra_lutris","diurnal","Carnivora","Mustelidae","Enhydra"
"Eoglaucomys_fimbriatus","nocturnal","Rodentia","Sciuridae","Eoglaucomys"
"Eolagurus_luteus","diurnal","Rodentia","Cricetidae","Eolagurus"
"Eolagurus_przewalskii","diurnal","Rodentia","Cricetidae","Eolagurus"
"Eonycteris_major","nocturnal","Chiroptera","Pteropodidae","Eonycteris"
"Eonycteris_robusta","nocturnal","Chiroptera","Pteropodidae","Eonycteris"
"Eonycteris_spelaea","nocturnal","Chiroptera","Pteropodidae","Eonycteris"
"Eothenomys_cachinus","cathemeral","Rodentia","Cricetidae","Eothenomys"
"Eothenomys_chinensis","cathemeral","Rodentia","Cricetidae","Eothenomys"
"Eothenomys_custos","cathemeral","Rodentia","Cricetidae","Eothenomys"
"Eothenomys_melanogaster","cathemeral","Rodentia","Cricetidae","Eothenomys"
"Eothenomys_miletus","cathemeral","Rodentia","Cricetidae","Eothenomys"
"Eothenomys_olitor","cathemeral","Rodentia","Cricetidae","Eothenomys"
"Eothenomys_proditor","cathemeral","Rodentia","Cricetidae","Eothenomys"
"Eothenomys_wardi","cathemeral","Rodentia","Cricetidae","Eothenomys"
"Eozapus_setchuanus","nocturnal","Rodentia","Dipodidae","Eozapus"
"Episoriculus_caudatus","nocturnal","Eulipotyphla","Soricidae","Episoriculus"
"Episoriculus_fumidus","cathemeral","Eulipotyphla","Soricidae","Episoriculus"
"Epixerus_ebii","diurnal","Rodentia","Sciuridae","Epixerus"
"Epomophorus_angolensis","nocturnal","Chiroptera","Pteropodidae","Epomophorus"
"Epomophorus_anselli","nocturnal","Chiroptera","Pteropodidae","Epomophorus"
"Epomophorus_crypturus","nocturnal","Chiroptera","Pteropodidae","Epomophorus"
"Epomophorus_gambianus","nocturnal","Chiroptera","Pteropodidae","Epomophorus"
"Epomophorus_grandis","nocturnal","Chiroptera","Pteropodidae","Epomophorus"
"Epomophorus_labiatus","nocturnal","Chiroptera","Pteropodidae","Epomophorus"
"Epomophorus_minimus","nocturnal","Chiroptera","Pteropodidae","Epomophorus"
"Epomophorus_wahlbergi","nocturnal","Chiroptera","Pteropodidae","Epomophorus"
"Epomops_buettikoferi","nocturnal","Chiroptera","Pteropodidae","Epomops"
"Epomops_dobsonii","nocturnal","Chiroptera","Pteropodidae","Epomops"
"Epomops_franqueti","nocturnal","Chiroptera","Pteropodidae","Epomops"
"Eptesicus_andinus","nocturnal","Chiroptera","Vespertilionidae","Eptesicus"
"Eptesicus_bobrinskoi","nocturnal","Chiroptera","Vespertilionidae","Eptesicus"
"Eptesicus_bottae","nocturnal","Chiroptera","Vespertilionidae","Eptesicus"
"Eptesicus_brasiliensis","nocturnal","Chiroptera","Vespertilionidae","Eptesicus"
"Eptesicus_chiriquinus","nocturnal","Chiroptera","Vespertilionidae","Eptesicus"
"Eptesicus_diminutus","nocturnal","Chiroptera","Vespertilionidae","Eptesicus"
"Eptesicus_dimissus","nocturnal","Primates",NA,NA
"Eptesicus_floweri","nocturnal","Chiroptera","Vespertilionidae","Eptesicus"
"Eptesicus_furinalis","nocturnal","Chiroptera","Vespertilionidae","Eptesicus"
"Eptesicus_fuscus","nocturnal","Chiroptera","Vespertilionidae","Eptesicus"
"Eptesicus_gobiensis","nocturnal","Chiroptera","Vespertilionidae","Eptesicus"
"Eptesicus_guadeloupensis","nocturnal","Chiroptera","Vespertilionidae","Eptesicus"
"Eptesicus_hottentotus","nocturnal","Chiroptera","Vespertilionidae","Eptesicus"
"Eptesicus_innoxius","nocturnal","Chiroptera","Vespertilionidae","Eptesicus"
"Eptesicus_japonensis","nocturnal","Chiroptera","Vespertilionidae","Eptesicus"
"Eptesicus_malagasyensis","nocturnal","Primates",NA,NA
"Eptesicus_matroka","nocturnal","Primates",NA,NA
"Eptesicus_nasutus","nocturnal","Chiroptera","Vespertilionidae","Eptesicus"
"Eptesicus_nilssonii","nocturnal","Chiroptera","Vespertilionidae","Eptesicus"
"Eptesicus_pachyotis","nocturnal","Chiroptera","Vespertilionidae","Eptesicus"
"Eptesicus_platyops","nocturnal","Chiroptera","Vespertilionidae","Eptesicus"
"Eptesicus_serotinus","nocturnal","Chiroptera","Vespertilionidae","Eptesicus"
"Eptesicus_tatei","nocturnal","Chiroptera","Vespertilionidae","Eptesicus"
"Equus_africanus","nocturnal","Primates",NA,NA
"Equus_ferus","cathemeral","Perissodactyla","Equidae","Equus"
"Equus_grevyi","diurnal","Perissodactyla","Equidae","Equus"
"Equus_hemionus","crepuscular","Perissodactyla","Equidae","Equus"
"Equus_kiang","nocturnal","Perissodactyla","Equidae","Equus"
"Equus_quagga","cathemeral","Primates",NA,NA
"Equus_zebra","diurnal","Perissodactyla","Equidae","Equus"
"Eremodipus_lichtensteini","nocturnal","Rodentia","Dipodidae","Eremodipus"
"Erethizon_dorsatum","nocturnal","Rodentia","Erethizontidae","Erethizon"
"Erinaceus_amurensis","nocturnal","Eulipotyphla","Erinaceidae","Erinaceus"
"Erinaceus_concolor","nocturnal","Eulipotyphla","Erinaceidae","Erinaceus"
"Erinaceus_europaeus","nocturnal","Eulipotyphla","Erinaceidae","Erinaceus"
"Erinaceus_roumanicus","nocturnal","Eulipotyphla","Erinaceidae","Erinaceus"
"Erophylla_bombifrons","nocturnal","Chiroptera","Phyllostomidae","Erophylla"
"Erophylla_sezekorni","nocturnal","Chiroptera","Phyllostomidae","Erophylla"
"Erythrocebus_patas","diurnal","Primates","Cercopithecidae","Erythrocebus"
"Euchoreutes_naso","nocturnal","Rodentia","Dipodidae","Euchoreutes"
"Euderma_maculatum","nocturnal","Chiroptera","Vespertilionidae","Euderma"
"Eudiscopus_denticulus","nocturnal","Chiroptera","Vespertilionidae","Eudiscopus"
"Eudorcas_albonotata","diurnal","Primates",NA,NA
"Eudorcas_rufifrons","crepuscular","Artiodactyla","Bovidae","Eudorcas"
"Eudorcas_thomsonii","diurnal","Artiodactyla","Bovidae","Eudorcas"
"Eulemur_albifrons","cathemeral","Primates","Lemuridae","Eulemur"
"Eulemur_cinereiceps","diurnal","Primates","Lemuridae","Eulemur"
"Eulemur_collaris","cathemeral","Primates",NA,NA
"Eulemur_coronatus","diurnal","Primates","Lemuridae","Eulemur"
"Eulemur_fulvus","diurnal","Primates","Lemuridae","Eulemur"
"Eulemur_macaco","diurnal","Primates","Lemuridae","Eulemur"
"Eulemur_mongoz","diurnal","Primates","Lemuridae","Eulemur"
"Eulemur_rubriventer","diurnal","Primates","Lemuridae","Eulemur"
"Eulemur_rufifrons","diurnal","Primates","Lemuridae","Eulemur"
"Eulemur_rufus","cathemeral","Primates","Lemuridae","Eulemur"
"Eulemur_sanfordi","cathemeral","Primates","Lemuridae","Eulemur"
"Eumops_auripendulus","nocturnal","Chiroptera","Molossidae","Eumops"
"Eumops_bonariensis","nocturnal","Chiroptera","Molossidae","Eumops"
"Eumops_dabbenei","nocturnal","Chiroptera","Molossidae","Eumops"
"Eumops_floridanus","nocturnal","Primates",NA,NA
"Eumops_glaucinus","nocturnal","Chiroptera","Molossidae","Eumops"
"Eumops_hansae","nocturnal","Chiroptera","Molossidae","Eumops"
"Eumops_maurus","nocturnal","Chiroptera","Molossidae","Eumops"
"Eumops_patagonicus","nocturnal","Chiroptera","Molossidae","Eumops"
"Eumops_perotis","nocturnal","Chiroptera","Molossidae","Eumops"
"Eumops_trumbulli","nocturnal","Chiroptera","Molossidae","Eumops"
"Eumops_underwoodi","nocturnal","Chiroptera","Molossidae","Eumops"
"Euneomys_chinchilloides","nocturnal","Rodentia","Cricetidae","Euneomys"
"Euoticus_elegantulus","nocturnal","Primates","Galagidae","Euoticus"
"Euoticus_pallidus","nocturnal","Primates","Galagidae","Euoticus"
"Eupetaurus_cinereus","nocturnal","Rodentia","Sciuridae","Eupetaurus"
"Euphractus_sexcinctus","diurnal","Cingulata","Chlamyphoridae","Euphractus"
"Eupleres_goudotii","cathemeral","Carnivora","Eupleridae","Eupleres"
"Euryoryzomys_macconnelli","nocturnal","Rodentia","Cricetidae","Euryoryzomys"
"Euryoryzomys_nitidus","nocturnal","Rodentia","Cricetidae","Euryoryzomys"
"Euryoryzomys_russatus","nocturnal","Rodentia","Cricetidae","Euryoryzomys"
"Exilisciurus_concinnus","diurnal","Rodentia","Sciuridae","Exilisciurus"
"Exilisciurus_exilis","diurnal","Rodentia","Sciuridae","Exilisciurus"
"Exilisciurus_whiteheadi","diurnal","Rodentia","Sciuridae","Exilisciurus"
"Falsistrellus_affinis","nocturnal","Chiroptera","Vespertilionidae","Falsistrellus"
"Falsistrellus_mackenziei","nocturnal","Chiroptera","Vespertilionidae","Falsistrellus"
"Falsistrellus_mordax","nocturnal","Chiroptera","Vespertilionidae","Falsistrellus"
"Falsistrellus_petersi","nocturnal","Primates",NA,NA
"Falsistrellus_tasmaniensis","nocturnal","Chiroptera","Vespertilionidae","Falsistrellus"
"Felis_chaus","nocturnal","Carnivora","Felidae","Felis"
"Felis_margarita","nocturnal","Carnivora","Felidae","Felis"
"Felis_nigripes","nocturnal","Carnivora","Felidae","Felis"
"Felis_silvestris","nocturnal","Carnivora","Felidae","Felis"
"Felovia_vae","diurnal","Rodentia","Ctenodactylidae","Felovia"
"Fossa_fossana","nocturnal","Carnivora","Eupleridae","Fossa"
"Funambulus_layardi","diurnal","Rodentia","Sciuridae","Funambulus"
"Funambulus_palmarum","diurnal","Rodentia","Sciuridae","Funambulus"
"Funambulus_pennantii","diurnal","Rodentia","Sciuridae","Funambulus"
"Funambulus_sublineatus","diurnal","Rodentia","Sciuridae","Funambulus"
"Funambulus_tristriatus","diurnal","Rodentia","Sciuridae","Funambulus"
"Funisciurus_anerythrus","crepuscular","Rodentia","Sciuridae","Funisciurus"
"Funisciurus_bayonii","crepuscular","Rodentia","Sciuridae","Funisciurus"
"Funisciurus_carruthersi","crepuscular","Rodentia","Sciuridae","Funisciurus"
"Funisciurus_congicus","crepuscular","Rodentia","Sciuridae","Funisciurus"
"Funisciurus_duchaillui","crepuscular","Rodentia","Sciuridae","Funisciurus"
"Funisciurus_isabella","crepuscular","Rodentia","Sciuridae","Funisciurus"
"Funisciurus_lemniscatus","crepuscular","Rodentia","Sciuridae","Funisciurus"
"Funisciurus_leucogenys","crepuscular","Rodentia","Sciuridae","Funisciurus"
"Funisciurus_pyrropus","crepuscular","Rodentia","Sciuridae","Funisciurus"
"Funisciurus_substriatus","crepuscular","Rodentia","Sciuridae","Funisciurus"
"Furipterus_horrens","nocturnal","Chiroptera","Furipteridae","Furipterus"
"Galago_gallarum","nocturnal","Primates","Galagidae","Galago"
"Galago_matschiei","nocturnal","Primates","Galagidae","Galago"
"Galago_moholi","nocturnal","Primates","Galagidae","Galago"
"Galago_senegalensis","nocturnal","Primates","Galagidae","Galago"
"Galagoides_cocos","nocturnal","Primates","Galagidae","Galagoides"
"Galagoides_demidovii","nocturnal","Primates",NA,NA
"Galagoides_granti","nocturnal","Primates",NA,NA
"Galagoides_nyasae","nocturnal","Primates",NA,NA
"Galagoides_orinus","nocturnal","Primates","Galagidae","Galagoides"
"Galagoides_rondoensis","nocturnal","Primates","Galagidae","Galagoides"
"Galagoides_thomasi","nocturnal","Primates","Galagidae","Galagoides"
"Galagoides_zanzibaricus","nocturnal","Primates","Galagidae","Galagoides"
"Galea_flavidens","diurnal","Rodentia","Caviidae","Galea"
"Galea_monasteriensis","diurnal","Rodentia","Caviidae","Galea"
"Galea_musteloides","diurnal","Rodentia","Caviidae","Galea"
"Galea_spixii","diurnal","Rodentia","Caviidae","Galea"
"Galemys_pyrenaicus","nocturnal","Eulipotyphla","Talpidae","Galemys"
"Galeopterus_variegatus","nocturnal","Primates","Cynocephalidae","Galeopterus"
"Galictis_cuja","diurnal","Carnivora","Mustelidae","Galictis"
"Galictis_vittata","diurnal","Carnivora","Mustelidae","Galictis"
"Galidia_elegans","diurnal","Carnivora","Eupleridae","Galidia"
"Galidictis_fasciata","nocturnal","Carnivora","Eupleridae","Galidictis"
"Galidictis_grandidieri","nocturnal","Carnivora","Eupleridae","Galidictis"
"Gazella_bennettii","nocturnal","Artiodactyla","Bovidae","Gazella"
"Gazella_cuvieri","nocturnal","Artiodactyla","Bovidae","Gazella"
"Gazella_dorcas","nocturnal","Artiodactyla","Bovidae","Gazella"
"Gazella_gazella","diurnal","Artiodactyla","Bovidae","Gazella"
"Gazella_leptoceros","nocturnal","Artiodactyla","Bovidae","Gazella"
"Gazella_spekei","crepuscular","Artiodactyla","Bovidae","Gazella"
"Gazella_subgutturosa","crepuscular","Artiodactyla","Bovidae","Gazella"
"Genetta_abyssinica","nocturnal","Carnivora","Viverridae","Genetta"
"Genetta_angolensis","nocturnal","Carnivora","Viverridae","Genetta"
"Genetta_bourloni","nocturnal","Carnivora","Viverridae","Genetta"
"Genetta_cristata","crepuscular","Carnivora","Viverridae","Genetta"
"Genetta_genetta","nocturnal","Carnivora","Viverridae","Genetta"
"Genetta_johnstoni","nocturnal","Carnivora","Viverridae","Genetta"
"Genetta_maculata","nocturnal","Carnivora","Viverridae","Genetta"
"Genetta_pardina","nocturnal","Carnivora","Viverridae","Genetta"
"Genetta_piscivora","nocturnal","Primates",NA,NA
"Genetta_poensis","nocturnal","Carnivora","Viverridae","Genetta"
"Genetta_servalina","nocturnal","Carnivora","Viverridae","Genetta"
"Genetta_thierryi","nocturnal","Carnivora","Viverridae","Genetta"
"Genetta_tigrina","nocturnal","Carnivora","Viverridae","Genetta"
"Genetta_victoriae","nocturnal","Carnivora","Viverridae","Genetta"
"Geocapromys_brownii","nocturnal","Rodentia","Capromyidae","Geocapromys"
"Geocapromys_ingrahami","nocturnal","Rodentia","Capromyidae","Geocapromys"
"Geogale_aurita","nocturnal","Primates",NA,"Geogale"
"Geoxus_valdivianus","cathemeral","Rodentia","Cricetidae","Geoxus"
"Gerbilliscus_afra","nocturnal","Rodentia","Muridae","Gerbilliscus"
"Gerbilliscus_boehmi","nocturnal","Rodentia","Muridae","Gerbilliscus"
"Gerbilliscus_brantsii","nocturnal","Rodentia","Muridae","Gerbilliscus"
"Gerbilliscus_gambiana","nocturnal","Primates",NA,NA
"Gerbilliscus_guineae","nocturnal","Rodentia","Muridae","Gerbilliscus"
"Gerbilliscus_inclusus","nocturnal","Rodentia","Muridae","Gerbilliscus"
"Gerbilliscus_kempi","nocturnal","Rodentia","Muridae","Gerbilliscus"
"Gerbilliscus_leucogaster","nocturnal","Rodentia","Muridae","Gerbilliscus"
"Gerbilliscus_nigricaudus","nocturnal","Rodentia","Muridae","Gerbilliscus"
"Gerbilliscus_phillipsi","nocturnal","Rodentia","Muridae","Gerbilliscus"
"Gerbilliscus_robustus","nocturnal","Rodentia","Muridae","Gerbilliscus"
"Gerbilliscus_validus","nocturnal","Rodentia","Muridae","Gerbilliscus"
"Gerbillurus_paeba","nocturnal","Rodentia","Muridae","Gerbillurus"
"Gerbillurus_setzeri","nocturnal","Rodentia","Muridae","Gerbillurus"
"Gerbillurus_tytonis","nocturnal","Rodentia","Muridae","Gerbillurus"
"Gerbillurus_vallinus","nocturnal","Rodentia","Muridae","Gerbillurus"
"Gerbillus_acticola","nocturnal","Rodentia","Muridae","Gerbillus"
"Gerbillus_amoenus","nocturnal","Rodentia","Muridae","Gerbillus"
"Gerbillus_andersoni","nocturnal","Rodentia","Muridae","Gerbillus"
"Gerbillus_aquilus","nocturnal","Rodentia","Muridae","Gerbillus"
"Gerbillus_bottai","nocturnal","Primates",NA,NA
"Gerbillus_brockmani","nocturnal","Rodentia","Muridae","Gerbillus"
"Gerbillus_campestris","nocturnal","Primates",NA,NA
"Gerbillus_cheesmani","nocturnal","Rodentia","Muridae","Gerbillus"
"Gerbillus_cosensis","nocturnal","Primates",NA,NA
"Gerbillus_dasyurus","nocturnal","Primates",NA,NA
"Gerbillus_dunni","nocturnal","Rodentia","Muridae","Gerbillus"
"Gerbillus_famulus","nocturnal","Rodentia","Muridae","Gerbillus"
"Gerbillus_floweri","nocturnal","Rodentia","Muridae","Gerbillus"
"Gerbillus_gerbillus","nocturnal","Rodentia","Muridae","Gerbillus"
"Gerbillus_gleadowi","nocturnal","Rodentia","Muridae","Gerbillus"
"Gerbillus_grobbeni","nocturnal","Rodentia","Muridae","Gerbillus"
"Gerbillus_harwoodi","nocturnal","Primates",NA,NA
"Gerbillus_henleyi","nocturnal","Rodentia","Muridae","Gerbillus"
"Gerbillus_hesperinus","nocturnal","Rodentia","Muridae","Gerbillus"
"Gerbillus_hoogstraali","nocturnal","Rodentia","Muridae","Gerbillus"
"Gerbillus_jamesi","nocturnal","Primates",NA,NA
"Gerbillus_juliani","nocturnal","Primates",NA,NA
"Gerbillus_latastei","nocturnal","Rodentia","Muridae","Gerbillus"
"Gerbillus_lowei","nocturnal","Primates",NA,NA
"Gerbillus_mackillingini","nocturnal","Primates",NA,NA
"Gerbillus_maghrebi","nocturnal","Primates",NA,NA
"Gerbillus_mesopotamiae","nocturnal","Rodentia","Muridae","Gerbillus"
"Gerbillus_muriculus","nocturnal","Rodentia","Muridae","Gerbillus"
"Gerbillus_nancillus","nocturnal","Rodentia","Muridae","Gerbillus"
"Gerbillus_nanus","nocturnal","Rodentia","Muridae","Gerbillus"
"Gerbillus_nigeriae","nocturnal","Rodentia","Muridae","Gerbillus"
"Gerbillus_occiduus","nocturnal","Rodentia","Muridae","Gerbillus"
"Gerbillus_percivali","nocturnal","Primates",NA,NA
"Gerbillus_perpallidus","nocturnal","Rodentia","Muridae","Gerbillus"
"Gerbillus_poecilops","nocturnal","Rodentia","Muridae","Gerbillus"
"Gerbillus_principulus","nocturnal","Rodentia","Muridae","Gerbillus"
"Gerbillus_pulvinatus","nocturnal","Rodentia","Muridae","Gerbillus"
"Gerbillus_pusillus","nocturnal","Rodentia","Muridae","Gerbillus"
"Gerbillus_pusillus","nocturnal","Rodentia","Muridae","Gerbillus"
"Gerbillus_pyramidum","nocturnal","Rodentia","Muridae","Gerbillus"
"Gerbillus_rosalinda","nocturnal","Rodentia","Muridae","Gerbillus"
"Gerbillus_rupicola","nocturnal","Primates",NA,NA
"Gerbillus_simoni","nocturnal","Primates",NA,NA
"Gerbillus_somalicus","nocturnal","Primates",NA,NA
"Gerbillus_stigmonyx","nocturnal","Primates",NA,NA
"Gerbillus_tarabuli","nocturnal","Rodentia","Muridae","Gerbillus"
"Gerbillus_watersi","nocturnal","Rodentia","Muridae","Gerbillus"
"Gerbillus_watersi","nocturnal","Rodentia","Muridae","Gerbillus"
"Giraffa_camelopardalis","crepuscular","Artiodactyla","Giraffidae","Giraffa"
"Glaucomys_sabrinus","nocturnal","Rodentia","Sciuridae","Glaucomys"
"Glaucomys_volans","nocturnal","Rodentia","Sciuridae","Glaucomys"
"Glauconycteris_alboguttata","nocturnal","Chiroptera","Vespertilionidae","Glauconycteris"
