"","search_string","unique_name","approximate_match","ott_id","is_synonym","flags","number_matches","tips","genus","family","order","diel","diel2","diel_confidence","genome","NEW"
"4131","pimelometopon pulchrum","Semicossyphus pulcher",FALSE,98446,TRUE,"",1,"Semicossyphus_pulcher","Semicossyphus","Labridae","Eupercaria/misc","diurnal","diurnal",4,"","NEW_SPECIES"
"4132","pimephales notatus","Pimephales notatus",FALSE,538621,FALSE,"",1,"Pimephales_notatus","Pimephales","Leuciscidae","Cypriniformes","diurnal","diurnal",4,"",""
"4133","pimephales vigilax","Pimephales vigilax",FALSE,570980,FALSE,"",1,"Pimephales_vigilax","Pimephales","Leuciscidae","Cypriniformes","nocturnal","nocturnal",2,"",""
"4134","pingalla lorentzi","Pingalla lorentzi",FALSE,687962,FALSE,"",1,"Pingalla_lorentzi","Pingalla","Terapontidae","Centrarchiformes","diurnal","diurnal",2,"","NEW_SPECIES"
"4135","pinguipes brasilianus","Pinguipes brasilianus",FALSE,878129,FALSE,"",1,"Pinguipes_brasilianus","Pinguipes","Pinguipedidae","Perciformes/Uranoscopoidei","diurnal","diurnal",1,"",""
"4136","pinirampus pirinampu","Pinirampus pirinampu",FALSE,813445,FALSE,"",1,"Pinirampus_pirinampu","Pinirampus","Pimelodidae","Siluriformes","diurnal","diurnal",1,"","NEW_SPECIES"
"4137","pisodonophis semicinctus","Leiuranus semicinctus",FALSE,563046,TRUE,"",1,"Leiuranus_semicinctus","Leiuranus","Ophichthidae","Anguilliformes","nocturnal","nocturnal",1,"","NEW_SPECIES"
"4138","placidochromis hennydaviesae","Placidochromis hennydaviesae",FALSE,3636122,FALSE,"",1,"Placidochromis_hennydaviesae","Placidochromis","Cichlidae","Cichliformes","crepuscular/nocturnal","crepuscular",1,"","NEW_SPECIES"
"4139","plagiognathops microlepis","Plagiognathops microlepis",FALSE,141403,FALSE,"",1,"Plagiognathops_microlepis","Plagiognathops","Xenocyprididae","Cypriniformes","diurnal","diurnal",1,"","NEW_SPECIES"
"4140","plagioscion squamosissimus","Plagioscion squamosissimus",FALSE,489923,FALSE,"",1,"Plagioscion_squamosissimus","Plagioscion","Sciaenidae","Eupercaria/misc","crepuscular/diurnal","crepuscular",3,"",""
"4141","plagioscion surinamensis","Plagioscion surinamensis",FALSE,5859623,FALSE,"",1,"Plagioscion_surinamensis","Plagioscion","Sciaenidae","Eupercaria/misc","diurnal","diurnal",2,"",""
"4142","plagiotremus azaleus","Plagiotremus azaleus",FALSE,848609,FALSE,"",1,"Plagiotremus_azaleus","Plagiotremus","Blenniidae","Blenniiformes","diurnal","diurnal",1,"",""
"4143","plagiotremus rhinorhynchos","Plagiotremus rhinorhynchos",FALSE,848614,FALSE,"",1,"Plagiotremus_rhinorhynchos","Plagiotremus","Blenniidae","Blenniiformes","nocturnal","nocturnal",2,"",""
"4144","plagiotremus tapeinosoma","Plagiotremus tapeinosoma",FALSE,324197,FALSE,"",1,"Plagiotremus_tapeinosoma","Plagiotremus","Blenniidae","Blenniiformes","diurnal","diurnal",2,"",""
"4145","plagopterus argentissimus","Plagopterus argentissimus",FALSE,644724,FALSE,"",1,"Plagopterus_argentissimus","Plagopterus","Leuciscidae","Cypriniformes","crepuscular","crepuscular",3,"","NEW_SPECIES"
"4146","planilisa melinopterus","Planilisa melinopterus",FALSE,712560,FALSE,"",1,"Planilisa_melinopterus",NA,NA,NA,"nocturnal","nocturnal",3,"",""
"4149","platax batavianus","Platax batavianus",FALSE,763926,FALSE,"",1,"Platax_batavianus","Platax","Ephippidae","Acanthuriformes","nocturnal","nocturnal",1,"",""
"4150","platax boersii","Platax boersii",FALSE,169039,FALSE,"",1,"Platax_boersii","Platax","Ephippidae","Acanthuriformes","diurnal","diurnal",2,"",""
"4151","platax orbicularis","Platax orbicularis",FALSE,773225,FALSE,"",1,"Platax_orbicularis","Platax","Ephippidae","Acanthuriformes","diurnal","diurnal",4,"","HIGHER_CONF"
"4152","platax pinnatus","Platax pinnatus",FALSE,759016,FALSE,"",1,"Platax_pinnatus","Platax","Ephippidae","Acanthuriformes","diurnal","diurnal",1,"","NEW_SPECIES"
"4153","platax teira","Platax teira",FALSE,763935,FALSE,"",1,"Platax_teira","Platax","Ephippidae","Acanthuriformes","diurnal","diurnal",1,"",""
"4154","platichthys bicoloratus","Kareius bicoloratus",FALSE,191026,TRUE,"",1,"Kareius_bicoloratus",NA,NA,NA,"diurnal","diurnal",3,"",""
"4155","platichthys flesus","Platichthys flesus",FALSE,408331,FALSE,"",1,"Platichthys_flesus","Platichthys","Pleuronectidae","Pleuronectiformes","crepuscular/nocturnal","crepuscular",5,"",""
"4156","platichthys stellatus","Platichthys stellatus",FALSE,296735,FALSE,"",1,"Platichthys_stellatus","Platichthys","Pleuronectidae","Pleuronectiformes","diurnal","diurnal",3,"",""
"4157","platybelone argalus","Platybelone argala",FALSE,953365,TRUE,"",1,"Platybelone_argala",NA,NA,NA,"diurnal","diurnal",2,"",""
"4158","platycephalus fuscus","Platycephalus fuscus",FALSE,411611,FALSE,"",1,"Platycephalus_fuscus","Platycephalus","Platycephalidae","Perciformes/Scorpaenoidei","nocturnal","nocturnal",2,"","NEW_SPECIES"
"4159","platycephalus indicus","Platycephalus indicus",FALSE,599906,FALSE,"",1,"Platycephalus_indicus","Platycephalus","Platycephalidae","Perciformes/Scorpaenoidei","unclear","unknown",2,"","HIGHER_CONF"
"4161","platycephalus speculator","Platycephalus speculator",FALSE,411598,FALSE,"",1,"Platycephalus_speculator","Platycephalus","Platycephalidae","Perciformes/Scorpaenoidei","nocturnal","nocturnal",2,"",""
"4162","platydoras armatulus","Platydoras armatulus",FALSE,3622425,FALSE,"",1,"Platydoras_armatulus","Platydoras","Doradidae","Siluriformes","nocturnal","nocturnal",1,"","NEW_SPECIES"
"4163","platydoras costatus","Platydoras costatus",FALSE,623745,FALSE,"",1,"Platydoras_costatus","Platydoras","Doradidae","Siluriformes","nocturnal","nocturnal",1,"","NEW_SPECIES"
"4164","platygillellus altivelis","Platygillellus altivelis",FALSE,3638972,FALSE,"",1,"Platygillellus_altivelis","Platygillellus","Dactyloscopidae","Blenniiformes","diurnal","diurnal",1,"",""
"4165","platygillellus brasiliensis","Platygillellus brasiliensis",FALSE,3638973,FALSE,"",1,"Platygillellus_brasiliensis","Platygillellus","Dactyloscopidae","Blenniiformes","diurnal","diurnal",1,"",""
"4166","platygillellus bussingi","Platygillellus bussingi",FALSE,3638976,FALSE,"",1,"Platygillellus_bussingi","Platygillellus","Dactyloscopidae","Blenniiformes","diurnal","diurnal",1,"",""
"4167","platygillellus rubellulus","Platygillellus rubellulus",FALSE,3638975,FALSE,"",1,"Platygillellus_rubellulus","Platygillellus","Dactyloscopidae","Blenniiformes","diurnal","diurnal",1,"",""
"4168","platygillellus rubrocinctus","Platygillellus rubrocinctus",FALSE,614328,FALSE,"",1,"Platygillellus_rubrocinctus","Platygillellus","Dactyloscopidae","Blenniiformes","diurnal","diurnal",1,"",""
"4169","platygillellus smithi","Platygillellus smithi",FALSE,3638974,FALSE,"",1,"Platygillellus_smithi","Platygillellus","Dactyloscopidae","Blenniiformes","diurnal","diurnal",1,"",""
"4170","platynematichthys notatus","Platynematichthys notatus",FALSE,761562,FALSE,"",1,"Platynematichthys_notatus","Platynematichthys","Pimelodidae","Siluriformes","nocturnal","nocturnal",2,"",""
"4171","platypoecilus maculatus","Xiphophorus maculatus",FALSE,416852,TRUE,"",1,"Xiphophorus_maculatus","Xiphophorus","Poeciliidae","Cyprinodontiformes","diurnal","diurnal",1,"",""
"4172","platyrhina sinensis","Platyrhina sinensis",FALSE,920361,FALSE,"",1,"Platyrhina_sinensis","Platyrhina","Platyrhinidae","Torpediniformes","nocturnal","nocturnal",1,"",""
"4173","platyrhinoidis triseriata","Platyrhinoidis triseriata",FALSE,519270,FALSE,"",1,"Platyrhinoidis_triseriata","Platyrhinoidis","Platyrhinidae","Torpediniformes","nocturnal","nocturnal",1,"",""
"4174","plecoglossus altivelis","Plecoglossus altivelis",FALSE,486933,FALSE,"",1,"Plecoglossus_altivelis","Plecoglossus","Plecoglossidae","Osmeriformes","diurnal","diurnal",5,"","HIGHER_CONF"
"4176","plectorhinchus albovittatus","Plectorhinchus albovittatus",FALSE,1054071,FALSE,"",1,"Plectorhinchus_albovittatus","Plectorhinchus","Haemulidae","Eupercaria/misc","nocturnal","nocturnal",1,"","NEW_SPECIES"
"4177","plectorhinchus chaetodonoides","Plectorhinchus chaetodonoides",FALSE,115732,FALSE,"",1,"Plectorhinchus_chaetodonoides","Plectorhinchus","Haemulidae","Eupercaria/misc","nocturnal","nocturnal",2,"",""
"4178","plectorhinchus chrysotaenia","Plectorhinchus chrysotaenia",FALSE,907967,FALSE,"",1,"Plectorhinchus_chrysotaenia","Plectorhinchus","Haemulidae","Eupercaria/misc","nocturnal","nocturnal",1,"","NEW_SPECIES"
"4179","plectorhinchus chubbi","Plectorhinchus chubbi",FALSE,796726,FALSE,"",1,"Plectorhinchus_chubbi","Plectorhinchus","Haemulidae","Eupercaria/misc","diurnal","diurnal",1,"","NEW_SPECIES"
"4180","plectorhinchus flavomaculatus","Plectorhinchus flavomaculatus",FALSE,636089,FALSE,"",1,"Plectorhinchus_flavomaculatus","Plectorhinchus","Haemulidae","Eupercaria/misc","nocturnal","nocturnal",1,"","NEW_SPECIES"
"4181","plectorhinchus gaterinus","Plectorhinchus gaterinus",FALSE,636095,FALSE,"",1,"Plectorhinchus_gaterinus","Plectorhinchus","Haemulidae","Eupercaria/misc","nocturnal","nocturnal",2,"",""
"4182","plectorhinchus gibbosus","Plectorhinchus gibbosus",FALSE,1027702,FALSE,"",1,"Plectorhinchus_gibbosus","Plectorhinchus","Haemulidae","Eupercaria/misc","diurnal","diurnal",2,"","NEW_SPECIES"
"4183","plectorhinchus lineatus","Plectorhinchus lineatus",FALSE,585291,FALSE,"",1,"Plectorhinchus_lineatus","Plectorhinchus","Haemulidae","Eupercaria/misc","diurnal","diurnal",1,"",""
"4184","plectorhinchus macrolepis","Plectorhinchus macrolepis",FALSE,1032468,FALSE,"",1,"Plectorhinchus_macrolepis","Plectorhinchus","Haemulidae","Eupercaria/misc","nocturnal","nocturnal",1,"",""
"4185","plectorhinchus mediterraneus","Plectorhinchus mediterraneus",FALSE,713964,FALSE,"",1,"Plectorhinchus_mediterraneus","Plectorhinchus","Haemulidae","Eupercaria/misc","nocturnal","nocturnal",1,"",""
"4186","plectorhinchus orientalis","Plectorhinchus orientalis",FALSE,396500,FALSE,"",2,"Plectorhinchus_orientalis",NA,NA,NA,"crepuscular/diurnal","crepuscular",2,"",""
"4187","plectorhinchus picus","Plectorhinchus picus",FALSE,759010,FALSE,"",1,"Plectorhinchus_picus","Plectorhinchus","Haemulidae","Eupercaria/misc","diurnal","diurnal",2,"",""
"4188","plectorhinchus plagiodesmus","Plectorhinchus plagiodesmus",FALSE,177506,FALSE,"",1,"Plectorhinchus_plagiodesmus","Plectorhinchus","Haemulidae","Eupercaria/misc","diurnal","diurnal",2,"",""
"4189","plectorhinchus playfairi","Plectorhinchus playfairi",FALSE,796732,FALSE,"",1,"Plectorhinchus_playfairi","Plectorhinchus","Haemulidae","Eupercaria/misc","diurnal","diurnal",2,"",""
"4190","plectorhinchus sordidus","Plectorhinchus sordidus",FALSE,870220,FALSE,"",1,"Plectorhinchus_sordidus","Plectorhinchus","Haemulidae","Eupercaria/misc","nocturnal","nocturnal",2,"",""
"4192","plectranthias inermis","Plectranthias inermis",FALSE,3633931,FALSE,"",1,"Plectranthias_inermis","Plectranthias","Serranidae","Perciformes/Serranoidei","diurnal","diurnal",2,"",""
"4193","plectroglyphidodon dickii","Plectroglyphidodon dickii",FALSE,1045539,FALSE,"incertae_sedis_inherited",1,"Plectroglyphidodon_dickii","Plectroglyphidodon","Pomacentridae","Ovalentaria/misc","diurnal","diurnal",2,"",""
"4194","plectroglyphidodon imparipennis","Plectroglyphidodon imparipennis",FALSE,919434,FALSE,"incertae_sedis_inherited",1,"Plectroglyphidodon_imparipennis","Plectroglyphidodon","Pomacentridae","Ovalentaria/misc","diurnal","diurnal",2,"",""
"4195","plectroglyphidodon johnstonianus","Plectroglyphidodon johnstonianus",FALSE,919431,FALSE,"incertae_sedis_inherited",1,"Plectroglyphidodon_johnstonianus","Plectroglyphidodon","Pomacentridae","Ovalentaria/misc","diurnal","diurnal",2,"",""
"4196","plectroglyphidodon lacrymatus","Plectroglyphidodon lacrymatus",FALSE,778892,FALSE,"incertae_sedis_inherited",1,"Plectroglyphidodon_lacrymatus","Plectroglyphidodon","Pomacentridae","Ovalentaria/misc","diurnal","diurnal",3,"","HIGHER_CONF"
"4197","plectroglyphidodon leucozonus","Plectroglyphidodon leucozonus",FALSE,778904,FALSE,"incertae_sedis_inherited",1,"Plectroglyphidodon_leucozonus","Plectroglyphidodon","Pomacentridae","Ovalentaria/misc","diurnal","diurnal",2,"",""
"4198","plectropomus areolatus","Plectropomus areolatus",FALSE,385067,FALSE,"",1,"Plectropomus_areolatus","Plectropomus","Serranidae","Perciformes/Serranoidei","crepuscular","crepuscular",1,"","NEW_SPECIES"
"4199","plectropomus laevis","Plectropomus laevis",FALSE,909659,FALSE,"",1,"Plectropomus_laevis","Plectropomus","Serranidae","Perciformes/Serranoidei","nocturnal","nocturnal",2,"",""
"4200","plectropomus leopardus","Plectropomus leopardus",FALSE,585591,FALSE,"",1,"Plectropomus_leopardus","Plectropomus","Serranidae","Perciformes/Serranoidei","diurnal","diurnal",3,"","HIGHER_CONF"
"4201","plectropomus maculatus","Plectropomus maculatus",FALSE,231681,FALSE,"",1,"Plectropomus_maculatus","Plectropomus","Serranidae","Perciformes/Serranoidei","diurnal","diurnal",2,"","NEW_SPECIES"
"4203","plectrypops retrospinis","Plectrypops retrospinis",FALSE,692148,FALSE,"",1,"Plectrypops_retrospinis","Plectrypops","Holocentridae","Holocentriformes","nocturnal","nocturnal",3,"",""
"4205","pleuragramma antarcticum","Pleuragramma antarctica",FALSE,303042,TRUE,"",1,"Pleuragramma_antarctica","Pleuragramma","Nototheniidae","Perciformes/Notothenioidei","nocturnal","nocturnal",3,"",""
"4206","pleurogrammus monopterygius","Pleurogrammus monopterygius",FALSE,185876,FALSE,"",1,"Pleurogrammus_monopterygius","Pleurogrammus","Hexagrammidae","Perciformes/Cottoidei","nocturnal","nocturnal",3,"",""
"4207","pleuronectes americanus","Pseudopleuronectes americanus",FALSE,261419,TRUE,"",1,"Pseudopleuronectes_americanus","Pseudopleuronectes","Pleuronectidae","Pleuronectiformes","nocturnal","nocturnal",2,"","NEW_SPECIES"
"4209","pleuronectes herzensteini","Pseudopleuronectes herzensteini",FALSE,331910,TRUE,"",1,"Pseudopleuronectes_herzensteini","Pseudopleuronectes","Pleuronectidae","Pleuronectiformes","crepuscular/diurnal","crepuscular",3,"","NEW_SPECIES"
"4211","pleuronectes platessa","Pleuronectes platessa",FALSE,408337,FALSE,"",1,"Pleuronectes_platessa","Pleuronectes","Pleuronectidae","Pleuronectiformes","diurnal","diurnal",4,"",""
"4212","pleuronectes quadrituberculatus","Pleuronectes quadrituberculatus",FALSE,535447,FALSE,"",1,"Pleuronectes_quadrituberculatus","Pleuronectes","Pleuronectidae","Pleuronectiformes","diurnal","diurnal",2,"","NEW_SPECIES"
"4214","pleuronectes yokohamae","Pseudopleuronectes yokohamae",FALSE,608831,TRUE,"",1,"Pseudopleuronectes_yokohamae","Pseudopleuronectes","Pleuronectidae","Pleuronectiformes","crepuscular/diurnal","crepuscular",3,"","NEW_SPECIES"
"4215","pleuronichthys verticalis","Pleuronichthys verticalis",FALSE,296669,FALSE,"",1,"Pleuronichthys_verticalis","Pleuronichthys","Pleuronectidae","Pleuronectiformes","nocturnal","nocturnal",4,"","NEW_SPECIES"
"4216","pleurosicya micheli","Pleurosicya micheli",FALSE,590695,FALSE,"",1,"Pleurosicya_micheli","Pleurosicya","Gobiidae","Gobiiformes","diurnal","diurnal",1,"","NEW_SPECIES"
"4217","plotosus japonicus","Plotosus japonicus",FALSE,428014,FALSE,"",1,"Plotosus_japonicus","Plotosus","Plotosidae","Siluriformes","nocturnal","nocturnal",5,"",""
"4218","plotosus lineatus","Plotosus lineatus",FALSE,949069,FALSE,"",1,"Plotosus_lineatus","Plotosus","Plotosidae","Siluriformes","crepuscular/nocturnal","crepuscular",5,"",""
"4219","plotosus papuensis","Plotosus papuensis",FALSE,3622059,FALSE,"",1,"Plotosus_papuensis","Plotosus","Plotosidae","Siluriformes","unclear","unknown",2,"","NEW_SPECIES"
"4220","podothecus accipenserinus","Podothecus accipenserinus",FALSE,290399,FALSE,"",1,"Podothecus_accipenserinus","Podothecus","Agonidae","Perciformes/Cottoidei","unclear","unknown",2,"","NEW_SPECIES"
"4221","podothecus sturioides","Podothecus sturioides",FALSE,3632011,FALSE,"",1,"Podothecus_sturioides","Podothecus","Agonidae","Perciformes/Cottoidei","unclear","unknown",2,"","NEW_SPECIES"
"4222","poecilia gillii","Poecilia gillii",FALSE,671974,FALSE,"",1,"Poecilia_gillii","Poecilia","Poeciliidae","Cyprinodontiformes","diurnal","diurnal",4,"","NEW_SPECIES"
"4223","poecilia latipinna","Poecilia latipinna",FALSE,998174,FALSE,"",1,"Poecilia_latipinna","Poecilia","Poeciliidae","Cyprinodontiformes","diurnal","diurnal",3,"ENSEMBL, GCF 001443285.1",""
"4224","poecilia latipunctata","Poecilia latipunctata",FALSE,6460,FALSE,"",1,"Poecilia_latipunctata","Poecilia","Poeciliidae","Cyprinodontiformes","diurnal","diurnal",2,"",""
"4225","poecilia mexicana","Poecilia mexicana",FALSE,6465,FALSE,"",1,"Poecilia_mexicana","Poecilia","Poeciliidae","Cyprinodontiformes","diurnal","diurnal",2,"GCF 001443325.1",""
"4226","poecilia reticulata","Poecilia reticulata",FALSE,312452,FALSE,"",1,"Poecilia_reticulata","Poecilia","Poeciliidae","Cyprinodontiformes","diurnal","diurnal",4,"ENSEMBL, GCF 000633615.1","HIGHER_CONF"
"4227","poecilia sphenops","Poecilia sphenops",FALSE,149162,FALSE,"",1,"Poecilia_sphenops","Poecilia","Poeciliidae","Cyprinodontiformes","diurnal","diurnal",5,"",""
"4228","poecilia velifera","Poecilia velifera",FALSE,6454,FALSE,"",1,"Poecilia_velifera","Poecilia","Poeciliidae","Cyprinodontiformes","diurnal","diurnal",1,"",""
"4229","poeciliopsis paucimaculata","Poeciliopsis paucimaculata",FALSE,515281,FALSE,"",1,"Poeciliopsis_paucimaculata","Poeciliopsis","Poeciliidae","Cyprinodontiformes","diurnal","diurnal",4,"","NEW_SPECIES"
"4230","poeciliopsis retropinna","Poeciliopsis retropinna",FALSE,515283,FALSE,"",1,"Poeciliopsis_retropinna","Poeciliopsis","Poeciliidae","Cyprinodontiformes","diurnal","diurnal",4,"GCA 010277075.1","NEW_SPECIES"
"4231","poeciliopsis turrubarensis","Poeciliopsis turrubarensis",FALSE,515297,FALSE,"",1,"Poeciliopsis_turrubarensis","Poeciliopsis","Poeciliidae","Cyprinodontiformes","diurnal","diurnal",4,"GCA 010277015.1","NEW_SPECIES"
"4232","pogonias cromis","Pogonias cromis",FALSE,897436,FALSE,"",1,"Pogonias_cromis","Pogonias","Sciaenidae","Eupercaria/misc","crepuscular/nocturnal","crepuscular",3,"",""
"4233","pollachius pollachius","Pollachius pollachius",FALSE,1014047,FALSE,"",1,"Pollachius_pollachius","Pollachius","Gadidae","Gadiformes","diurnal","diurnal",2,"",""
"4234","pollachius virens","Pollachius virens",FALSE,62649,FALSE,"",1,"Pollachius_virens","Pollachius","Gadidae","Gadiformes","diurnal","diurnal",4,"GCA 900312635.1",""
"4235","pollimyrus isidori","Pollimyrus isidori",FALSE,341696,FALSE,"",1,"Pollimyrus_isidori","Pollimyrus","Mormyridae","Osteoglossiformes","crepuscular/nocturnal","crepuscular",4,"","HIGHER_CONF"
"4236","polyacanthonotus rissoanus","Polyacanthonotus rissoanus",FALSE,200363,FALSE,"",1,"Polyacanthonotus_rissoanus","Polyacanthonotus","Notacanthidae","Notacanthiformes","unclear","unknown",3,"",""
"4237","polyacanthus signatus","Belontia signata",FALSE,156503,TRUE,"",1,"Belontia_signata","Belontia","Osphronemidae","Anabantiformes","diurnal","diurnal",1,"",""
"4239","polycentropsis abbreviata","Polycentropsis abbreviata",FALSE,200596,FALSE,"incertae_sedis_inherited",1,"Polycentropsis_abbreviata","Polycentropsis","Nandidae","Anabantiformes","nocturnal","nocturnal",3,"",""
"4240","polycentrus schomburgkii","Polycentrus schomburgkii",FALSE,878390,FALSE,"incertae_sedis_inherited",1,"Polycentrus_schomburgkii","Polycentrus","Polycentridae","Ovalentaria/misc","diurnal","diurnal",1,"",""
"4241","polydactylus macrochir","Polydactylus macrochir",FALSE,1032492,FALSE,"incertae_sedis_inherited",1,"Polydactylus_macrochir","Polydactylus","Polynemidae","Carangaria/misc","unclear","unknown",2,"",""
"4242","polydactylus octonemus","Polydactylus octonemus",FALSE,3633162,FALSE,"incertae_sedis_inherited",1,"Polydactylus_octonemus","Polydactylus","Polynemidae","Carangaria/misc","nocturnal","nocturnal",2,"",""
"4243","polydactylus oligodon","Polydactylus oligodon",FALSE,3633158,FALSE,"incertae_sedis_inherited",1,"Polydactylus_oligodon","Polydactylus","Polynemidae","Carangaria/misc","unclear","unknown",2,"","HIGHER_CONF"
"4244","polydactylus plebeius","Polydactylus plebeius",FALSE,691694,FALSE,"incertae_sedis_inherited",1,"Polydactylus_plebeius","Polydactylus","Polynemidae","Carangaria/misc","nocturnal","nocturnal",3,"",""
"4245","polydactylus quadrifilis","Polydactylus quadrifilis",FALSE,3633161,FALSE,"incertae_sedis_inherited",1,"Polydactylus_quadrifilis","Polydactylus","Polynemidae","Carangaria/misc","diurnal","diurnal",1,"",""
"4246","polydactylus sextarius","Polydactylus sextarius",FALSE,747919,FALSE,"incertae_sedis_inherited",1,"Polydactylus_sextarius","Polydactylus","Polynemidae","Carangaria/misc","crepuscular/nocturnal","crepuscular",2,"",""
"4247","polydactylus virginicus","Polydactylus virginicus",FALSE,494765,FALSE,"incertae_sedis_inherited",1,"Polydactylus_virginicus","Polydactylus","Polynemidae","Carangaria/misc","crepuscular/nocturnal","crepuscular",3,"","HIGHER_CONF"
"4248","polymixia lowei","Polymixia lowei",FALSE,342734,FALSE,"",1,"Polymixia_lowei","Polymixia","Polymixiidae","Polymixiiformes","crepuscular/nocturnal","crepuscular",2,"",""
"4249","polynemus sexfilis","Polydactylus sexfilis",FALSE,796328,TRUE,"incertae_sedis_inherited",1,"Polydactylus_sexfilis","Polydactylus","Polynemidae","Carangaria/misc","unclear","unknown",3,"",""
"4251","polyodon spathula","Polyodon spathula",FALSE,904101,FALSE,"",1,"Polyodon_spathula","Polyodon","Polyodontidae","Acipenseriformes","nocturnal","nocturnal",4,"",""
"4252","polypera simushirae","Polypera simushirae",FALSE,3631951,FALSE,"",1,"Polypera_simushirae","Polypera","Liparidae","Perciformes/Cottoidei","crepuscular/nocturnal","crepuscular",3,"",""
"4253","polyprion americanus","Polyprion americanus",FALSE,614516,FALSE,"",1,"Polyprion_americanus","Polyprion","Polyprionidae","Acropomatiformes","unclear","unknown",1,"",""
"4254","polyprion oxygeneios","Polyprion oxygeneios",FALSE,1038846,FALSE,"",1,"Polyprion_oxygeneios","Polyprion","Polyprionidae","Acropomatiformes","diurnal","diurnal",1,"",""
"4255","polypterus delhezi","Polypterus delhezi",FALSE,940741,FALSE,"",1,"Polypterus_delhezi","Polypterus","Polypteridae","Polypteriformes","nocturnal","nocturnal",1,"",""
"4256","polypterus endlicherii","Polypterus endlicherii",FALSE,536720,FALSE,"",1,"Polypterus_endlicherii","Polypterus","Polypteridae","Polypteriformes","nocturnal","nocturnal",1,"","NEW_SPECIES"
"4257","polypterus senegalus","Polypterus senegalus",FALSE,1064124,FALSE,"",1,"Polypterus_senegalus","Polypterus","Polypteridae","Polypteriformes","nocturnal","nocturnal",2,"",""
"4258","polysteganus praeorbitalis","Polysteganus praeorbitalis",FALSE,794363,FALSE,"",1,"Polysteganus_praeorbitalis","Polysteganus","Sparidae","Eupercaria/misc","diurnal","diurnal",2,"","NEW_SPECIES"
"4259","pomacanthus arcuatus","Pomacanthus arcuatus",FALSE,429277,FALSE,"",1,"Pomacanthus_arcuatus","Pomacanthus","Pomacanthidae","Acanthuriformes","diurnal","diurnal",1,"",""
"4260","pomacanthus asfur","Pomacanthus asfur",FALSE,351292,FALSE,"",1,"Pomacanthus_asfur","Pomacanthus","Pomacanthidae","Acanthuriformes","diurnal","diurnal",3,"","NEW_SPECIES"
"4261","pomacanthus imperator","Pomacanthus imperator",FALSE,133821,FALSE,"",1,"Pomacanthus_imperator","Pomacanthus","Pomacanthidae","Acanthuriformes","crepuscular/diurnal","crepuscular",3,"","HIGHER_CONF"
"4262","pomacanthus maculosus","Pomacanthus maculosus",FALSE,1087210,FALSE,"",1,"Pomacanthus_maculosus","Pomacanthus","Pomacanthidae","Acanthuriformes","crepuscular/diurnal","crepuscular",3,"","NEW_SPECIES"
"4263","pomacanthus paru","Pomacanthus paru",FALSE,351289,FALSE,"",1,"Pomacanthus_paru","Pomacanthus","Pomacanthidae","Acanthuriformes","diurnal","diurnal",2,"",""
"4264","pomacanthus semicirculatus","Pomacanthus semicirculatus",FALSE,133815,FALSE,"",1,"Pomacanthus_semicirculatus","Pomacanthus","Pomacanthidae","Acanthuriformes","diurnal","diurnal",1,"","NEW_SPECIES"
"4265","pomacanthus sexstriatus","Pomacanthus sexstriatus",FALSE,133827,FALSE,"",1,"Pomacanthus_sexstriatus","Pomacanthus","Pomacanthidae","Acanthuriformes","diurnal","diurnal",1,"","NEW_SPECIES"
"4266","pomacanthus xanthometopon","Pomacanthus xanthometopon",FALSE,133831,FALSE,"",1,"Pomacanthus_xanthometopon","Pomacanthus","Pomacanthidae","Acanthuriformes","diurnal","diurnal",1,"","NEW_SPECIES"
"4267","pomacanthus zonipectus","Pomacanthus zonipectus",FALSE,826472,FALSE,"",1,"Pomacanthus_zonipectus","Pomacanthus","Pomacanthidae","Acanthuriformes","diurnal","diurnal",1,"",""
"4268","pomacentrus adelus","Pomacentrus adelus",FALSE,668541,FALSE,"incertae_sedis_inherited",1,"Pomacentrus_adelus","Pomacentrus","Pomacentridae","Ovalentaria/misc","diurnal","diurnal",1,"","NEW_SPECIES"
"4269","pomacentrus albicaudatus","Pomacentrus albicaudatus",FALSE,205769,FALSE,"incertae_sedis_inherited",1,"Pomacentrus_albicaudatus","Pomacentrus","Pomacentridae","Ovalentaria/misc","diurnal","diurnal",2,"",""
"4270","pomacentrus amboinensis","Pomacentrus amboinensis",FALSE,880239,FALSE,"incertae_sedis_inherited",1,"Pomacentrus_amboinensis","Pomacentrus","Pomacentridae","Ovalentaria/misc","diurnal","diurnal",2,"",""
"4271","pomacentrus baenschi","Pomacentrus baenschi",FALSE,443961,FALSE,"incertae_sedis_inherited",1,"Pomacentrus_baenschi","Pomacentrus","Pomacentridae","Ovalentaria/misc","diurnal","diurnal",1,"","NEW_SPECIES"
"4272","pomacentrus bankanensis","Pomacentrus bankanensis",FALSE,622067,FALSE,"incertae_sedis_inherited",1,"Pomacentrus_bankanensis","Pomacentrus","Pomacentridae","Ovalentaria/misc","diurnal","diurnal",1,"","NEW_SPECIES"
"4273","pomacentrus brachialis","Pomacentrus brachialis",FALSE,323189,FALSE,"incertae_sedis_inherited",1,"Pomacentrus_brachialis","Pomacentrus","Pomacentridae","Ovalentaria/misc","diurnal","diurnal",1,"","NEW_SPECIES"
"4274","pomacentrus caeruleus","Pomacentrus caeruleus",FALSE,306500,FALSE,"incertae_sedis_inherited",1,"Pomacentrus_caeruleus","Pomacentrus","Pomacentridae","Ovalentaria/misc","diurnal","diurnal",1,"","NEW_SPECIES"
