Binomial_iucn,Order,Family,Genus,Species,Common_name,Activity_DD,Activity_IM,Activity_source,Flexible_DD,Flexible_IM,Flexible_source,,
Crocidura latona,Eulipotyphla,Soricidae,Crocidura,latona,Latona's Shrew,Nocturnal,Nocturnal,2,0,0,1,,
Crocidura lea,Eulipotyphla,Soricidae,Crocidura,lea,Sulawesi Shrew,Nocturnal,Nocturnal,1,0,0,1,,
Crocidura lepidura,Eulipotyphla,Soricidae,Crocidura,lepidura,Sumatran Giant Shrew,Nocturnal,Nocturnal,2,0,0,1,,
Crocidura leucodon,Eulipotyphla,Soricidae,Crocidura,leucodon,Bicolored Shrew,Cathemeral,Cathemeral,1,0,0,1,,
Crocidura levicula,Eulipotyphla,Soricidae,Crocidura,levicula,Sulawesi Tiny Shrew,Diurnal,Diurnal,1,1,1,1,,
Crocidura littoralis,Eulipotyphla,Soricidae,Crocidura,littoralis,Butiaba Naked-tailed Shrew,Nocturnal,Nocturnal,2,0,0,1,,
Crocidura longipes,Eulipotyphla,Soricidae,Crocidura,longipes,Savanna Swamp Shrew,Nocturnal,Nocturnal,2,0,0,1,,
Crocidura lucina,Eulipotyphla,Soricidae,Crocidura,lucina,Lucina's Shrew,Nocturnal,Nocturnal,2,0,0,1,,
Crocidura ludia,Eulipotyphla,Soricidae,Crocidura,ludia,Ludia's Shrew,Nocturnal,Nocturnal,2,0,0,1,,
Crocidura luna,Eulipotyphla,Soricidae,Crocidura,luna,Greater Gray-brown Musk Shrew,Nocturnal,Nocturnal,1,1,1,1,,
Crocidura lusitania,Eulipotyphla,Soricidae,Crocidura,lusitania,Mauritanian Shrew,Nocturnal,Nocturnal,2,0,0,1,,
Crocidura macarthuri,Eulipotyphla,Soricidae,Crocidura,macarthuri,Macarthur's Shrew,Nocturnal,Nocturnal,2,0,0,1,,
Crocidura macmillani,Eulipotyphla,Soricidae,Crocidura,macmillani,Macmillan's Shrew,Nocturnal,Nocturnal,2,0,0,1,,
Crocidura macowi,Eulipotyphla,Soricidae,Crocidura,macowi,Macow's Shrew,Nocturnal,Nocturnal,2,0,0,1,,
Crocidura malayana,Eulipotyphla,Soricidae,Crocidura,malayana,Malayan Shrew,Nocturnal,Nocturnal,2,0,0,1,,
Crocidura manengubae,Eulipotyphla,Soricidae,Crocidura,manengubae,Manenguba Shrew,Nocturnal,Nocturnal,2,0,0,1,,
Crocidura maquassiensis,Eulipotyphla,Soricidae,Crocidura,maquassiensis,Maquassie Musk Shrew,Nocturnal,Nocturnal,2,0,0,1,,
Crocidura mariquensis,Eulipotyphla,Soricidae,Crocidura,mariquensis,Swamp Musk Shrew,Nocturnal,Nocturnal,1,1,1,1,,
Crocidura maurisca,Eulipotyphla,Soricidae,Crocidura,maurisca,Dark Shrew,Nocturnal,Nocturnal,1,1,1,1,,
Crocidura maxi,Eulipotyphla,Soricidae,Crocidura,maxi,Javanese Shrew,Nocturnal,Nocturnal,2,0,0,1,,
Crocidura mindorus,Eulipotyphla,Soricidae,Crocidura,mindorus,Mindoro Shrew,Nocturnal,Nocturnal,2,0,0,1,,
Crocidura miya,Eulipotyphla,Soricidae,Crocidura,miya,Sri Lankan Long-tailed Shrew,Nocturnal,Nocturnal,1,1,1,1,,
Crocidura monax,Eulipotyphla,Soricidae,Crocidura,monax,Kilimanjaro Shrew,Nocturnal,Nocturnal,2,0,0,1,,
Crocidura monticola,Eulipotyphla,Soricidae,Crocidura,monticola,Sunda Shrew,Nocturnal,Nocturnal,2,0,0,1,,
Crocidura montis,Eulipotyphla,Soricidae,Crocidura,montis,Montane White-toothed Shrew,Nocturnal,Nocturnal,2,0,0,1,,
Crocidura muricauda,Eulipotyphla,Soricidae,Crocidura,muricauda,West African Long-tailed Shrew,Nocturnal,Nocturnal,2,0,0,1,,
Crocidura musseri,Eulipotyphla,Soricidae,Crocidura,musseri,Mossy Forest Shrew,Nocturnal,Nocturnal,1,1,1,1,,
Crocidura mutesae,Eulipotyphla,Soricidae,Crocidura,mutesae,Ugandan Musk Shrew,Nocturnal,Nocturnal,2,0,0,1,,
Crocidura nana,Eulipotyphla,Soricidae,Crocidura,nana,Dwarf White-toothed Shrew,Nocturnal,Nocturnal,2,0,0,1,,
Crocidura nanilla,Eulipotyphla,Soricidae,Crocidura,nanilla,Tiny White-toothed Shrew,Nocturnal,Nocturnal,2,0,0,1,,
Crocidura negligens,Eulipotyphla,Soricidae,Crocidura,negligens,Peninsular Shrew,Nocturnal,Nocturnal,1,0,0,1,,
Crocidura negrina,Eulipotyphla,Soricidae,Crocidura,negrina,Negros Shrew,Nocturnal,Nocturnal,1,0,0,1,,
Crocidura nicobarica,Eulipotyphla,Soricidae,Crocidura,nicobarica,Nicobar Shrew,Nocturnal,Nocturnal,1,1,1,1,,
Crocidura nigeriae,Eulipotyphla,Soricidae,Crocidura,nigeriae,Nigerian Shrew,Nocturnal,Nocturnal,2,0,0,1,,
Crocidura nigricans,Eulipotyphla,Soricidae,Crocidura,nigricans,Blackish White-toothed Shrew,Nocturnal,Nocturnal,2,0,0,1,,
Crocidura nigripes,Eulipotyphla,Soricidae,Crocidura,nigripes,Black-footed Shrew,Nocturnal,Nocturnal,1,1,1,1,,
Crocidura nigrofusca,Eulipotyphla,Soricidae,Crocidura,nigrofusca,African Black Shrew,Nocturnal,Nocturnal,2,0,0,1,,
Crocidura nimbae,Eulipotyphla,Soricidae,Crocidura,nimbae,Nimba Shrew,Nocturnal,Nocturnal,2,0,0,1,,
Crocidura niobe,Eulipotyphla,Soricidae,Crocidura,niobe,Niobe's Shrew,Nocturnal,Nocturnal,1,0,0,1,,
Crocidura obscurior,Eulipotyphla,Soricidae,Crocidura,obscurior, Obscure White-toothed Shrew,Nocturnal,Nocturnal,2,0,0,1,,
Crocidura olivieri,Eulipotyphla,Soricidae,Crocidura,olivieri,Olivier's Shrew,Nocturnal,Nocturnal,1,1,1,1,,
Crocidura orientalis,Eulipotyphla,Soricidae,Crocidura,orientalis,Oriental Shrew,Nocturnal,Nocturnal,1,1,1,1,,
Crocidura orii,Eulipotyphla,Soricidae,Crocidura,orii,Ryukyu Shrew,Nocturnal,Nocturnal,2,0,0,1,,
Crocidura pachyura,Eulipotyphla,Soricidae,Crocidura,pachyura,Pantellerian Shrew,Nocturnal,Nocturnal,2,0,0,1,,
Crocidura palawanensis,Eulipotyphla,Soricidae,Crocidura,palawanensis,Palawan Shrew,Nocturnal,Nocturnal,1,1,1,1,,
Crocidura paradoxura,Eulipotyphla,Soricidae,Crocidura,paradoxura,Sumatran Long-tailed Shrew,Nocturnal,Nocturnal,2,0,0,1,,
Crocidura parvipes,Eulipotyphla,Soricidae,Crocidura,parvipes,Small-footed Shrew,Nocturnal,Nocturnal,2,0,0,1,,
Crocidura pasha,Eulipotyphla,Soricidae,Crocidura,pasha,Pasha Shrew,Nocturnal,Nocturnal,2,0,0,1,,
Crocidura pergrisea,Eulipotyphla,Soricidae,Crocidura,pergrisea,Pale Grey Shrew,Nocturnal,Nocturnal,1,0,0,1,,
Crocidura phaeura,Eulipotyphla,Soricidae,Crocidura,phaeura,Guramba Shrew,Nocturnal,Nocturnal,2,0,0,1,,
Crocidura phanluongi,Eulipotyphla,Soricidae,Crocidura,phanluongi,Unknown,Nocturnal,Nocturnal,2,0,0,1,,
Crocidura phuquocensis,Eulipotyphla,Soricidae,Crocidura,phuquocensis,Phu Quoc white-toothed shrew,Nocturnal,Nocturnal,2,0,0,1,,
Crocidura picea,Eulipotyphla,Soricidae,Crocidura,picea,Cameroon Shrew,Nocturnal,Nocturnal,2,0,0,1,,
Crocidura pitmani,Eulipotyphla,Soricidae,Crocidura,pitmani,Pitman's Shrew,Nocturnal,Nocturnal,2,0,0,1,,
Crocidura planiceps,Eulipotyphla,Soricidae,Crocidura,planiceps,Flat-headed Shrew,Nocturnal,Nocturnal,2,0,0,1,,
Crocidura poensis,Eulipotyphla,Soricidae,Crocidura,poensis,Fraser's Musk Shrew,Nocturnal,Nocturnal,1,1,1,1,,
Crocidura polia,Eulipotyphla,Soricidae,Crocidura,polia,Fuscous Shrew,Nocturnal,Nocturnal,2,0,0,1,,
Crocidura pullata,Eulipotyphla,Soricidae,Crocidura,pullata,Kashmir White-toothed Shrew,Nocturnal,Nocturnal,1,1,1,1,,
Crocidura raineyi,Eulipotyphla,Soricidae,Crocidura,raineyi,Rainey Shrew,Nocturnal,Nocturnal,2,0,0,1,,
Crocidura ramona,Eulipotyphla,Soricidae,Crocidura,ramona,Negev Shrew,Nocturnal,Nocturnal,2,0,0,1,,
Crocidura rapax,Eulipotyphla,Soricidae,Crocidura,rapax,Chinese White-toothed Shrew,Nocturnal,Nocturnal,2,0,0,1,,
Crocidura religiosa,Eulipotyphla,Soricidae,Crocidura,religiosa,Egyptian Pygmy Shrew,Nocturnal,Nocturnal,2,0,0,1,,
Crocidura rhoditis,Eulipotyphla,Soricidae,Crocidura,rhoditis,Sulawesi White-handed Shrew,Nocturnal,Nocturnal,1,1,1,1,,
Crocidura roosevelti,Eulipotyphla,Soricidae,Crocidura,roosevelti,Roosvelt's Shrew,Nocturnal,Nocturnal,2,0,0,1,,
Crocidura russula,Eulipotyphla,Soricidae,Crocidura,russula,White-toothed Shrew,Cathemeral,Cathemeral,1,0,0,1,,
Crocidura selina,Eulipotyphla,Soricidae,Crocidura,selina,Moon Shrew,Nocturnal,Nocturnal,2,0,0,1,,
Crocidura serezkyensis,Eulipotyphla,Soricidae,Crocidura,serezkyensis,Serezkaya Shrew,Nocturnal,Nocturnal,2,0,0,1,,
Crocidura shantungensis,Eulipotyphla,Soricidae,Crocidura,shantungensis,Asian Lesser White-toothed Shrew,Cathemeral,Cathemeral,1,0,0,1,,
Crocidura sibirica,Eulipotyphla,Soricidae,Crocidura,sibirica,Siberian Shrew,Nocturnal,Nocturnal,2,0,0,1,,
Crocidura sicula,Eulipotyphla,Soricidae,Crocidura,sicula,Sicilian Shrew,Cathemeral,Cathemeral,1,0,0,1,,
Crocidura silacea,Eulipotyphla,Soricidae,Crocidura,silacea,Lesser Gray-brown Musk Shrew,Nocturnal,Nocturnal,2,0,0,1,,
Crocidura smithii,Eulipotyphla,Soricidae,Crocidura,smithii,Desert Musk Shrew,Nocturnal,Nocturnal,2,0,0,1,,
Crocidura sokolovi,Eulipotyphla,Soricidae,Crocidura,sokolovi,Sokolov white-toothed shrew,Nocturnal,Nocturnal,2,0,0,1,,
Crocidura somalica,Eulipotyphla,Soricidae,Crocidura,somalica,Somali Shrew,Nocturnal,Nocturnal,2,0,0,1,,
Crocidura stenocephala,Eulipotyphla,Soricidae,Crocidura,stenocephala,Narrow-headed Shrew,Nocturnal,Nocturnal,2,0,0,1,,
Crocidura suaveolens,Eulipotyphla,Soricidae,Crocidura,suaveolens,Lesser Shrew,Nocturnal,Nocturnal,1,0,0,1,,
Crocidura susiana,Eulipotyphla,Soricidae,Crocidura,susiana,Iranian Shrew,Nocturnal,Nocturnal,1,0,0,1,,
Crocidura tanakae,Eulipotyphla,Soricidae,Crocidura,tanakae,Taiwanese Gray Shrew,Nocturnal,Nocturnal,2,0,0,1,,
Crocidura tansaniana,Eulipotyphla,Soricidae,Crocidura,tansaniana,Tanzanian Shrew,Nocturnal,Nocturnal,1,0,0,1,,
Crocidura tarella,Eulipotyphla,Soricidae,Crocidura,tarella,Ugandan Shrew,Nocturnal,Nocturnal,2,0,0,1,,
Crocidura tarfayensis,Eulipotyphla,Soricidae,Crocidura,tarfayensis,Tarfaya Shrew,Nocturnal,Nocturnal,2,0,0,1,,
Crocidura telfordi,Eulipotyphla,Soricidae,Crocidura,telfordi,Telford's Shrew,Cathemeral,Cathemeral,1,1,1,1,,
Crocidura tenuis,Eulipotyphla,Soricidae,Crocidura,tenuis,Timor Shrew,Nocturnal,Nocturnal,2,0,0,1,,
Crocidura thalia,Eulipotyphla,Soricidae,Crocidura,thalia,Thalia Shrew,Nocturnal,Nocturnal,1,0,0,1,,
Crocidura theresae,Eulipotyphla,Soricidae,Crocidura,theresae,Therese's Shrew,Nocturnal,Nocturnal,2,0,0,1,,
Crocidura thomensis,Eulipotyphla,Soricidae,Crocidura,thomensis,Sao Tome white-toothed shrew,Nocturnal,Nocturnal,2,0,0,1,,
Crocidura trichura,Eulipotyphla,Soricidae,Crocidura,trichura,Christmas Island Shrew,Cathemeral,Cathemeral,1,0,0,1,,
Crocidura turba,Eulipotyphla,Soricidae,Crocidura,turba,Tumultuous Shrew,Nocturnal,Nocturnal,2,0,0,1,,
Crocidura ultima,Eulipotyphla,Soricidae,Crocidura,ultima,Ultimate Shrew,Nocturnal,Nocturnal,2,0,0,1,,
Crocidura usambarae,Eulipotyphla,Soricidae,Crocidura,usambarae,Usambara Shrew,Nocturnal,Nocturnal,2,0,0,1,,
Crocidura viaria,Eulipotyphla,Soricidae,Crocidura,viaria,Savanna Path Shrew,Nocturnal,Nocturnal,1,0,0,1,,
Crocidura virgata,Eulipotyphla,Soricidae,Crocidura,virgata,Mamfe white-toothed shrew,Nocturnal,Nocturnal,2,0,0,1,,
Crocidura voi,Eulipotyphla,Soricidae,Crocidura,voi,Voi Shrew,Nocturnal,Nocturnal,2,0,0,1,,
Crocidura vorax,Eulipotyphla,Soricidae,Crocidura,vorax,Voracious Shrew,Nocturnal,Nocturnal,2,0,0,1,,
Crocidura vosmaeri,Eulipotyphla,Soricidae,Crocidura,vosmaeri,Banka Shrew,Nocturnal,Nocturnal,2,0,0,1,,
Crocidura watasei,Eulipotyphla,Soricidae,Crocidura,watasei,Lesser Ryukyu Shrew,Nocturnal,Nocturnal,2,0,0,1,,
Crocidura whitakeri,Eulipotyphla,Soricidae,Crocidura,whitakeri,Whitaker's Shrew,Nocturnal,Nocturnal,1,0,0,1,,
Crocidura wimmeri,Eulipotyphla,Soricidae,Crocidura,wimmeri,Wimmer's Shrew,Nocturnal,Nocturnal,1,0,0,1,,
Crocidura wuchihensis,Eulipotyphla,Soricidae,Crocidura,wuchihensis,Hainan Island Shrew,Nocturnal,Nocturnal,2,0,0,1,,
Crocidura xantippe,Eulipotyphla,Soricidae,Crocidura,xantippe,Xanthippe's Shrew,Nocturnal,Nocturnal,2,0,0,1,,
Crocidura yankariensis,Eulipotyphla,Soricidae,Crocidura,yankariensis,Yankari shrew,Nocturnal,Nocturnal,1,0,0,1,,
Crocidura zaitsevi,Eulipotyphla,Soricidae,Crocidura,zaitsevi,Mikhail Zaitsev's Shrew,Nocturnal,Nocturnal,2,0,0,1,,
Crocidura zaphiri,Eulipotyphla,Soricidae,Crocidura,zaphiri,Zaphir's Shrew,Nocturnal,Nocturnal,2,0,0,1,,
Crocidura zarudnyi,Eulipotyphla,Soricidae,Crocidura,zarudnyi,Zarudny's Shrew,Nocturnal,Nocturnal,1,0,0,1,,
Crocidura zimmeri,Eulipotyphla,Soricidae,Crocidura,zimmeri,Upemba Shrew,Nocturnal,Nocturnal,2,0,0,1,,
Crocidura zimmermanni,Eulipotyphla,Soricidae,Crocidura,zimmermanni,Cretan white-toothed shrew,Nocturnal,Nocturnal,1,1,1,1,,
Crocuta crocuta,Carnivora,Hyaenidae,Crocuta,crocuta,Spotted Hyaena,Nocturnal,Nocturnal,1,1,1,1,,
Crossarchus alexandri,Carnivora,Herpestidae,Crossarchus,alexandri,Alexander's Cusimanse,Diurnal,Diurnal,1,1,1,1,,
Crossarchus ansorgei,Carnivora,Herpestidae,Crossarchus,ansorgei,Ansorge's Cusimanse,Diurnal,Diurnal,1,0,0,1,,
Crossarchus obscurus,Carnivora,Herpestidae,Crossarchus,obscurus,Common Cusimanse,Diurnal,Diurnal,1,1,1,1,,
Crossarchus platycephalus,Carnivora,Herpestidae,Crossarchus,platycephalus,Flat-headed Cusimanse,Diurnal,Diurnal,1,0,0,1,,
Crossomys moncktoni,Rodentia,Muridae,Crossomys,moncktoni,Earless Water Rat,Diurnal,Diurnal,1,0,0,1,,
Crunomys celebensis,Rodentia,Muridae,Crunomys,celebensis,Sulawesi Shrew Mouse,Diurnal,Diurnal,1,0,0,1,,
Crunomys fallax,Rodentia,Muridae,Crunomys,fallax,Luzon Shrew Mouse,Nocturnal,Nocturnal,1,0,0,1,,
Crunomys melanius,Rodentia,Muridae,Crunomys,melanius,Mindanao Shrew Mouse,Diurnal,Diurnal,1,0,0,1,,
Crunomys suncoides,Rodentia,Muridae,Crunomys,suncoides,Katanglad Shrew Mouse,Diurnal,Diurnal,1,0,0,1,,
Cryptonanus agricolai,Didelphimorphia,Didelphidae,Cryptonanus,agricolai,Agricola's Gracile Opossum,Nocturnal,Nocturnal,1,0,0,1,,
Cryptonanus chacoensis,Didelphimorphia,Didelphidae,Cryptonanus,chacoensis,Chacoan Mouse Opossum,Nocturnal,Nocturnal,1,0,0,1,,
Cryptonanus guahybae,Didelphimorphia,Didelphidae,Cryptonanus,guahybae,Unknown,Nocturnal,Nocturnal,1,0,0,1,,
Cryptonanus unduaviensis,Didelphimorphia,Didelphidae,Cryptonanus,unduaviensis,Unknown,Nocturnal,Nocturnal,1,0,0,1,,
Cryptoprocta ferox,Carnivora,Eupleridae,Cryptoprocta,ferox,Fosa,Cathemeral,Cathemeral,1,0,0,1,,
Cryptotis alticola,Eulipotyphla,Soricidae,Cryptotis,alticola,Central Mexican Broad-clawed Shrew,Cathemeral,Cathemeral,1,0,0,1,,
Cryptotis endersi,Eulipotyphla,Soricidae,Cryptotis,endersi,Ender's Small-eared Shrew,Cathemeral,Cathemeral,1,0,0,1,,
Cryptotis equatoris,Eulipotyphla,Soricidae,Cryptotis,equatoris,Ecuadorean Small-eared Shrew,Cathemeral,Cathemeral,1,0,0,1,,
Cryptotis goldmani,Eulipotyphla,Soricidae,Cryptotis,goldmani,Goldman's Small-eared Shrew,Cathemeral,Cathemeral,1,0,0,1,,
Cryptotis goodwini,Eulipotyphla,Soricidae,Cryptotis,goodwini,Goodwin's Broad-clawed Shrew,Nocturnal,Nocturnal,1,0,0,1,,
Cryptotis gracilis,Eulipotyphla,Soricidae,Cryptotis,gracilis,Talamancan Small-eared Shrew,Nocturnal,Nocturnal,1,0,0,1,,
Cryptotis griseoventris,Eulipotyphla,Soricidae,Cryptotis,griseoventris,Unknown,Nocturnal,Nocturnal,1,0,0,1,,
Cryptotis magna,Eulipotyphla,Soricidae,Cryptotis,magna,Big Mexican Small-eared Shrew,Nocturnal,Nocturnal,1,0,0,1,,
Cryptotis mayensis,Eulipotyphla,Soricidae,Cryptotis,mayensis,Yucatan Small-eared Shrew,Nocturnal,Nocturnal,1,0,0,1,,
Cryptotis medellinia,Eulipotyphla,Soricidae,Cryptotis,medellinia,Medellin Small-eared Shrew,Cathemeral,Cathemeral,1,0,0,1,,
Cryptotis mera,Eulipotyphla,Soricidae,Cryptotis,mera,Darien Small Eared Shrew,Cathemeral,Cathemeral,1,0,0,1,,
Cryptotis meridensis,Eulipotyphla,Soricidae,Cryptotis,meridensis,Merida Small-eared Shrew,Diurnal,Diurnal,1,0,0,1,,
Cryptotis merriami,Eulipotyphla,Soricidae,Cryptotis,merriami,Merriam's Small-eared Shrew,Nocturnal,Nocturnal,1,0,0,1,,
Cryptotis mexicana,Eulipotyphla,Soricidae,Cryptotis,mexicana,Mexican Small-eared Shrew,Nocturnal,Nocturnal,1,0,0,1,,
Cryptotis montivaga,Eulipotyphla,Soricidae,Cryptotis,montivaga,Ecuadorean Small-eared Shrew,Cathemeral,Cathemeral,1,0,0,1,,
Cryptotis nelsoni,Eulipotyphla,Soricidae,Cryptotis,nelsoni,Nelson's Small Eared Shrew,Cathemeral,Cathemeral,1,0,0,1,,
Cryptotis obscura,Eulipotyphla,Soricidae,Cryptotis,obscura,Grizzled Mexican Small-eared Shrew,Nocturnal,Nocturnal,1,0,0,1,,
Cryptotis orophila,Eulipotyphla,Soricidae,Cryptotis,orophila,Central American Least Shrew,Nocturnal,Nocturnal,1,1,1,1,,
Cryptotis parva,Eulipotyphla,Soricidae,Cryptotis,parva,Least Shrew,Cathemeral,Cathemeral,1,0,0,1,,
Cryptotis peregrina,Eulipotyphla,Soricidae,Cryptotis,peregrina,Oaxacan Broad-clawed Shrew,Nocturnal,Nocturnal,1,0,0,1,,
Cryptotis peruviensis,Eulipotyphla,Soricidae,Cryptotis,peruviensis,Peruvian Small-eared Shrew,Cathemeral,Cathemeral,1,0,0,1,,
Cryptotis phillipsii,Eulipotyphla,Soricidae,Cryptotis,phillipsii,Phillip's Small-eared Shrew,Nocturnal,Nocturnal,1,0,0,1,,
Cryptotis squamipes,Eulipotyphla,Soricidae,Cryptotis,squamipes,Scaly-footed Small-eared Shrew,Cathemeral,Cathemeral,1,0,0,1,,
Cryptotis tamensis,Eulipotyphla,Soricidae,Cryptotis,tamensis,Tama Small-eared Shrew,Cathemeral,Cathemeral,1,0,0,1,,
Cryptotis thomasi,Eulipotyphla,Soricidae,Cryptotis,thomasi,Thomas' Small-eared Shrew,Cathemeral,Cathemeral,1,0,0,1,,
Cryptotis tropicalis,Eulipotyphla,Soricidae,Cryptotis,tropicalis,Tropical Small-eared Shrew,Cathemeral,Cathemeral,1,0,0,1,,
Ctenodactylus gundi,Rodentia,Ctenodactylidae,Ctenodactylus,gundi,North African Gundi,Diurnal,Diurnal,1,0,0,1,,
Ctenodactylus vali,Rodentia,Ctenodactylidae,Ctenodactylus,vali,Val's Gundi,Diurnal,Diurnal,1,0,0,1,,
Ctenomys peruanus,Rodentia,Ctenomyidae,Ctenomys,peruanus,Peruvian Tuco-tuco,Diurnal,Diurnal,1,0,0,1,,
Cuniculus paca,Rodentia,Cuniculidae,Cuniculus,paca,Agouti,Nocturnal,Nocturnal,1,0,0,1,,
Cuniculus taczanowskii,Rodentia,Cuniculidae,Cuniculus,taczanowskii,Mountain Paca,Nocturnal,Nocturnal,1,0,0,1,,
Cuon alpinus,Carnivora,Canidae,Cuon,alpinus,Dhole,Cathemeral,Cathemeral,1,1,1,1,,
Cuscomys ashaninka,Rodentia,Abrocomidae,Cuscomys,ashaninka,Ashaninika Arboreal Chinchilla Rat,Nocturnal,Nocturnal,8,0,0,1,,
Cuscomys oblativa,Rodentia,Abrocomidae,Cuscomys,oblativa,Machu Picchu Arboreal Chinchilla Rat,Nocturnal,Nocturnal,1,0,0,1,,
Cyclopes didactylus,Pilosa,Cyclopedidae,Cyclopes,didactylus,Silky Anteater,Nocturnal,Nocturnal,1,0,0,1,,
Cynictis penicillata,Carnivora,Herpestidae,Cynictis,penicillata,Yellow Mongoose,Diurnal,Diurnal,1,1,1,1,,
Cynocephalus volans,Dermoptera,Cynocephalidae,Cynocephalus,volans,Philippine Flying Lemur,Nocturnal,Nocturnal,1,0,0,1,,
Cynogale bennettii,Carnivora,Viverridae,Cynogale,bennettii,Otter Civet,Nocturnal,Nocturnal,1,1,1,1,,
Cynomops abrasus,Chiroptera,Molossidae,Cynomops,abrasus,Cinnamon Dog-faced Bat,Nocturnal,Crepuscular,1,0,0,1,,
Cynomops greenhalli,Chiroptera,Molossidae,Cynomops,greenhalli,Greenhall's Dog-faced Bat,Nocturnal,Nocturnal,1,0,0,1,,
Cynomops mexicanus,Chiroptera,Molossidae,Cynomops,mexicanus,Mexican Dog-faced Bat,Nocturnal,Nocturnal,1,0,0,1,,
Cynomops milleri,Chiroptera,Molossidae,Cynomops,milleri,Unknown,Nocturnal,Nocturnal,1,0,0,1,,
Cynomops paranus,Chiroptera,Molossidae,Cynomops,paranus,Brown Dog-faced Bat,Nocturnal,Nocturnal,1,0,0,1,,
Cynomops planirostris,Chiroptera,Molossidae,Cynomops,planirostris,Southern Dog-faced Bat,Nocturnal,Nocturnal,1,0,0,1,,
Cynomys gunnisoni,Rodentia,Sciuridae,Cynomys,gunnisoni,Ruddy Mongoose,Diurnal,Diurnal,1,0,0,1,,
Cynomys leucurus,Rodentia,Sciuridae,Cynomys,leucurus,White-tailed Prairie Dog,Diurnal,Diurnal,1,0,0,1,,
Cynomys ludovicianus,Rodentia,Sciuridae,Cynomys,ludovicianus,Black-tailed Prairie Dog,Diurnal,Diurnal,1,0,0,1,,
Cynomys mexicanus,Rodentia,Sciuridae,Cynomys,mexicanus,Mexican Prairie Dog,Diurnal,Diurnal,1,0,0,1,,
Cynomys parvidens,Rodentia,Sciuridae,Cynomys,parvidens,Utah Prairie Dog,Diurnal,Diurnal,1,0,0,1,,
Cynopterus brachyotis,Chiroptera,Pteropodidae,Cynopterus,brachyotis,Lesser Dog-faced Fruit Bat,Nocturnal,Nocturnal,1,0,0,1,,
Cynopterus horsfieldii,Chiroptera,Pteropodidae,Cynopterus,horsfieldii,Horsfield's Fruit Bat,Nocturnal,Nocturnal,1,0,0,1,,
Cynopterus luzoniensis,Chiroptera,Pteropodidae,Cynopterus,luzoniensis,Peters's Fruit Bat,Nocturnal,Nocturnal,1,0,0,1,,
Cynopterus minutus,Chiroptera,Pteropodidae,Cynopterus,minutus,Minute Fruit Bat,Nocturnal,Nocturnal,1,0,0,1,,
Cynopterus nusatenggara,Chiroptera,Pteropodidae,Cynopterus,nusatenggara,Nusatenggara Short-nosed Fruit Bat,Nocturnal,Nocturnal,1,0,0,1,,
Cynopterus sphinx,Chiroptera,Pteropodidae,Cynopterus,sphinx,Greater Shortnosed Fruit Bat,Nocturnal,Nocturnal,1,0,0,1,,
Cynopterus titthaecheilus,Chiroptera,Pteropodidae,Cynopterus,titthaecheilus,Indonesian Short-nosed Fruit Bat,Nocturnal,Nocturnal,1,0,0,1,,
Cyttarops alecto,Chiroptera,Emballonuridae,Cyttarops,alecto,Short-eared Bat,Nocturnal,Nocturnal,1,0,0,1,,
Dacnomys millardi,Rodentia,Muridae,Dacnomys,millardi,Millard's Rat,Nocturnal,Nocturnal,1,0,0,1,,
Dactylomys boliviensis,Rodentia,Echimyidae,Dactylomys,boliviensis,Bolivian Bamboo Rat,Nocturnal,Nocturnal,1,0,0,1,,
Dactylomys dactylinus,Rodentia,Echimyidae,Dactylomys,dactylinus,Amazon Bamboo Rat,Nocturnal,Nocturnal,1,0,0,1,,
Dactylomys peruanus,Rodentia,Echimyidae,Dactylomys,peruanus,Peruvian Bamboo Rat,Nocturnal,Nocturnal,1,0,0,1,,
Dactylonax palpator,Diprotodontia,Petauridae,Dactylonax,palpator,Long-fingered Triok,Nocturnal,Nocturnal,1,0,0,1,,
Dactylopsila megalura,Diprotodontia,Petauridae,Dactylopsila,megalura,Great-tailed Triok,Nocturnal,Nocturnal,1,0,0,1,,
Dactylopsila tatei,Diprotodontia,Petauridae,Dactylopsila,tatei,Tate's Triok,Nocturnal,Nocturnal,1,0,0,1,,
Dactylopsila trivirgata,Diprotodontia,Petauridae,Dactylopsila,trivirgata,Striped Possum,Nocturnal,Nocturnal,1,0,0,1,,
Dama dama,Cetartiodactyla,Cervidae,Dama,dama,Common Fallow Deer,Cathemeral,Cathemeral,1,1,1,1,,
Dama mesopotamica,Cetartiodactyla,Cervidae,Dama,mesopotamica,Persian Fallow Deer,Nocturnal,Nocturnal,1,1,1,1,,
Damaliscus lunatus,Cetartiodactyla,Bovidae,Damaliscus,lunatus,Topi,Diurnal,Diurnal,1,0,0,1,,
Damaliscus pygargus,Cetartiodactyla,Bovidae,Damaliscus,pygargus,Blesbok,Diurnal,Diurnal,1,0,0,1,,
Dasycercus blythi,Dasyuromorphia,Dasyuridae,Dasycercus,blythi,Brush-tailed Mulgara,Nocturnal,Nocturnal,1,1,1,1,,
Dasycercus cristicauda,Dasyuromorphia,Dasyuridae,Dasycercus,cristicauda,Crest-tailed Mulgara,Nocturnal,Nocturnal,1,1,1,1,,
Dasykaluta rosamondae,Dasyuromorphia,Dasyuridae,Dasykaluta,rosamondae,Kaluta,Diurnal,Diurnal,1,0,0,1,,
