"","search_string","unique_name","approximate_match","ott_id","is_synonym","flags","number_matches","tips","genus","family","order","diel","diel2","diel_confidence","genome","NEW"
"3712","photostomias guernei","Photostomias guernei",FALSE,858650,FALSE,"",1,"Photostomias_guernei","Photostomias","Stomiidae","Stomiiformes","nocturnal","nocturnal",2,"","NEW_SPECIES"
"3713","phoxinus eos","Chrosomus eos",FALSE,63845,TRUE,"",1,"Chrosomus_eos","Chrosomus","Leuciscidae","Cypriniformes","nocturnal","nocturnal",2,"","NEW_SPECIES"
"3714","phoxinus oxycephalus","Phoxinus oxycephalus",FALSE,581764,FALSE,"",1,"Phoxinus_oxycephalus",NA,NA,NA,"unclear","unknown",3,"","NEW_SPECIES"
"3715","phoxinus phoxinus","Phoxinus phoxinus",FALSE,1019917,FALSE,"",1,"Phoxinus_phoxinus","Phoxinus","Leuciscidae","Cypriniformes","diurnal","diurnal",2,"",""
"3716","phractocephalus hemioliopterus","Phractocephalus hemioliopterus",FALSE,186917,FALSE,"",1,"Phractocephalus_hemioliopterus","Phractocephalus","Pimelodidae","Siluriformes","nocturnal","nocturnal",5,"",""
"3717","phreatichthys andruzzii","Phreatichthys andruzzii",FALSE,825415,FALSE,"",1,"Phreatichthys_andruzzii","Phreatichthys","Cyprinidae","Cypriniformes","unclear","unknown",5,"",""
"3718","phreatobius sanguijuela","Phreatobius sanguijuela",FALSE,3624167,FALSE,"",1,"Phreatobius_sanguijuela","Phreatobius","Phreatobiidae","Siluriformes","unclear","unknown",5,"",""
"3719","phthanophaneron harveyi","Phthanophaneron harveyi",FALSE,3642439,FALSE,"",1,"Phthanophaneron_harveyi","Phthanophaneron","Anomalopidae","Trachichthyiformes","nocturnal","nocturnal",1,"",""
"3720","phycis blennoides","Phycis blennoides",FALSE,659843,FALSE,"",1,"Phycis_blennoides","Phycis","Phycidae","Gadiformes","crepuscular/diurnal","crepuscular",2,"GCA 900302315.1","NEW_SPECIES"
"3721","phycis phycis","Phycis phycis",FALSE,674591,FALSE,"",1,"Phycis_phycis","Phycis","Phycidae","Gadiformes","diurnal","diurnal",2,"GCA 900302335.1",""
"3722","phycodurus eques","Phycodurus eques",FALSE,435643,FALSE,"",1,"Phycodurus_eques","Phycodurus","Syngnathidae","Syngnathiformes","unclear","unknown",4,"PRJNA765699",""
"3723","phyllopteryx taeniolatus","Phyllopteryx taeniolatus",FALSE,495940,FALSE,"",1,"Phyllopteryx_taeniolatus","Phyllopteryx","Syngnathidae","Syngnathiformes","diurnal","diurnal",3,"PRJNA765702",""
"3725","physiculus maximowiczi","Physiculus maximowiczi",FALSE,771117,FALSE,"",2,"Physiculus_maximowiczi",NA,NA,NA,"nocturnal","nocturnal",2,"",""
"3726","piabarchus analis","Piabarchus analis",FALSE,627459,FALSE,"",1,"Piabarchus_analis","Piabarchus","Characidae","Characiformes","diurnal","diurnal",4,"","NEW_SPECIES"
"3727","piabarchus torrenticola","Piabarchus torrenticola",FALSE,3625580,FALSE,"",1,"Piabarchus_torrenticola","Piabarchus","Characidae","Characiformes","diurnal","diurnal",4,"","NEW_SPECIES"
"3728","piabina argentea","Piabina argentea",FALSE,1204,FALSE,"",1,"Piabina_argentea","Piabina","Characidae","Characiformes","diurnal","diurnal",1,"",""
"3729","piaractus brachypomus","Piaractus brachypomus",FALSE,24657,FALSE,"",1,"Piaractus_brachypomus","Piaractus","Serrasalmidae","Characiformes","nocturnal","nocturnal",2,"",""
"3730","piaractus mesopotamicus","Piaractus mesopotamicus",FALSE,24652,FALSE,"",1,"Piaractus_mesopotamicus","Piaractus","Serrasalmidae","Characiformes","diurnal","diurnal",3,"",""
"3731","pictilabrus laticlavius","Pictilabrus laticlavius",FALSE,877083,FALSE,"",1,"Pictilabrus_laticlavius","Pictilabrus","Labridae","Eupercaria/misc","crepuscular/diurnal","crepuscular",3,"","NEW_SPECIES"
"3734","pimelodella geryi","Pimelodella geryi",FALSE,3624086,FALSE,"",1,"Pimelodella_geryi","Pimelodella","Heptapteridae","Siluriformes","nocturnal","nocturnal",2,"",""
"3735","pimelodella gracilis","Pimelodella gracilis",FALSE,3624142,FALSE,"",1,"Pimelodella_gracilis","Pimelodella","Heptapteridae","Siluriformes","crepuscular/diurnal","crepuscular",2,"",""
"3736","pimelodella lateristriga","Pimelodella lateristriga",FALSE,297578,FALSE,"",1,"Pimelodella_lateristriga","Pimelodella","Heptapteridae","Siluriformes","nocturnal","nocturnal",3,"",""
"3737","pimelodella pappenheimi","Pimelodella pappenheimi",FALSE,3624116,FALSE,"",1,"Pimelodella_pappenheimi","Pimelodella","Heptapteridae","Siluriformes","unclear","unknown",2,"",""
"3738","pimelodella taenioptera","Pimelodella taenioptera",FALSE,3624106,FALSE,"",1,"Pimelodella_taenioptera","Pimelodella","Heptapteridae","Siluriformes","crepuscular/nocturnal","crepuscular",4,"","NEW_SPECIES"
"3739","pimelodus blochii","Pimelodus blochii",FALSE,840989,FALSE,"",1,"Pimelodus_blochii","Pimelodus","Pimelodidae","Siluriformes","diurnal","diurnal",2,"",""
"3740","pimelodus grosskopfii","Pimelodus grosskopfii",FALSE,783384,FALSE,"",1,"Pimelodus_grosskopfii","Pimelodus","Pimelodidae","Siluriformes","diurnal","diurnal",2,"",""
"3741","pimelodus maculatus","Pimelodus maculatus",FALSE,386663,FALSE,"",1,"Pimelodus_maculatus","Pimelodus","Pimelodidae","Siluriformes","crepuscular/nocturnal","crepuscular",3,"",""
"3742","pimelodus ornatus","Pimelodus ornatus",FALSE,618288,FALSE,"",1,"Pimelodus_ornatus","Pimelodus","Pimelodidae","Siluriformes","nocturnal","nocturnal",3,"",""
"3743","pimephales notatus","Pimephales notatus",FALSE,538621,FALSE,"",1,"Pimephales_notatus","Pimephales","Leuciscidae","Cypriniformes","diurnal","diurnal",4,"",""
"3744","pimephales vigilax","Pimephales vigilax",FALSE,570980,FALSE,"",1,"Pimephales_vigilax","Pimephales","Leuciscidae","Cypriniformes","nocturnal","nocturnal",2,"",""
"3745","pingalla lorentzi","Pingalla lorentzi",FALSE,687962,FALSE,"",1,"Pingalla_lorentzi","Pingalla","Terapontidae","Centrarchiformes","diurnal","diurnal",2,"","NEW_SPECIES"
"3746","pinguipes brasilianus","Pinguipes brasilianus",FALSE,878129,FALSE,"",1,"Pinguipes_brasilianus","Pinguipes","Pinguipedidae","Perciformes/Uranoscopoidei","diurnal","diurnal",1,"",""
"3747","pisodonophis semicinctus","Leiuranus semicinctus",FALSE,563046,TRUE,"",1,"Leiuranus_semicinctus","Leiuranus","Ophichthidae","Anguilliformes","nocturnal","nocturnal",1,"","NEW_SPECIES"
"3748","placidochromis hennydaviesae","Placidochromis hennydaviesae",FALSE,3636122,FALSE,"",1,"Placidochromis_hennydaviesae","Placidochromis","Cichlidae","Cichliformes","crepuscular/nocturnal","crepuscular",1,"","NEW_SPECIES"
"3749","plagioscion squamosissimus","Plagioscion squamosissimus",FALSE,489923,FALSE,"",1,"Plagioscion_squamosissimus","Plagioscion","Sciaenidae","Eupercaria/misc","crepuscular/diurnal","crepuscular",3,"",""
"3750","plagioscion surinamensis","Plagioscion surinamensis",FALSE,5859623,FALSE,"",1,"Plagioscion_surinamensis","Plagioscion","Sciaenidae","Eupercaria/misc","diurnal","diurnal",2,"",""
"3751","plagiotremus azaleus","Plagiotremus azaleus",FALSE,848609,FALSE,"",1,"Plagiotremus_azaleus","Plagiotremus","Blenniidae","Blenniiformes","diurnal","diurnal",1,"",""
"3752","plagiotremus rhinorhynchos","Plagiotremus rhinorhynchos",FALSE,848614,FALSE,"",1,"Plagiotremus_rhinorhynchos","Plagiotremus","Blenniidae","Blenniiformes","nocturnal","nocturnal",2,"",""
"3753","plagiotremus tapeinosoma","Plagiotremus tapeinosoma",FALSE,324197,FALSE,"",1,"Plagiotremus_tapeinosoma","Plagiotremus","Blenniidae","Blenniiformes","diurnal","diurnal",2,"",""
"3754","plagopterus argentissimus","Plagopterus argentissimus",FALSE,644724,FALSE,"",1,"Plagopterus_argentissimus","Plagopterus","Leuciscidae","Cypriniformes","crepuscular","crepuscular",3,"","NEW_SPECIES"
"3755","planilisa melinopterus","Planilisa melinopterus",FALSE,712560,FALSE,"",1,"Planilisa_melinopterus",NA,NA,NA,"nocturnal","nocturnal",3,"",""
"3758","platax batavianus","Platax batavianus",FALSE,763926,FALSE,"",1,"Platax_batavianus","Platax","Ephippidae","Acanthuriformes","nocturnal","nocturnal",1,"",""
"3759","platax boersii","Platax boersii",FALSE,169039,FALSE,"",1,"Platax_boersii","Platax","Ephippidae","Acanthuriformes","diurnal","diurnal",2,"",""
"3760","platax orbicularis","Platax orbicularis",FALSE,773225,FALSE,"",1,"Platax_orbicularis","Platax","Ephippidae","Acanthuriformes","diurnal","diurnal",4,"","HIGHER_CONF"
"3761","platax teira","Platax teira",FALSE,763935,FALSE,"",1,"Platax_teira","Platax","Ephippidae","Acanthuriformes","diurnal","diurnal",1,"",""
"3762","platichthys bicoloratus","Kareius bicoloratus",FALSE,191026,TRUE,"",1,"Kareius_bicoloratus",NA,NA,NA,"diurnal","diurnal",3,"",""
"3763","platichthys flesus","Platichthys flesus",FALSE,408331,FALSE,"",1,"Platichthys_flesus","Platichthys","Pleuronectidae","Pleuronectiformes","crepuscular/nocturnal","crepuscular",5,"",""
"3764","platichthys stellatus","Platichthys stellatus",FALSE,296735,FALSE,"",1,"Platichthys_stellatus","Platichthys","Pleuronectidae","Pleuronectiformes","diurnal","diurnal",3,"",""
"3765","platybelone argalus","Platybelone argala",FALSE,953365,TRUE,"",1,"Platybelone_argala",NA,NA,NA,"diurnal","diurnal",2,"",""
"3766","platycephalus fuscus","Platycephalus fuscus",FALSE,411611,FALSE,"",1,"Platycephalus_fuscus","Platycephalus","Platycephalidae","Perciformes/Scorpaenoidei","nocturnal","nocturnal",2,"","NEW_SPECIES"
"3767","platycephalus indicus","Platycephalus indicus",FALSE,599906,FALSE,"",1,"Platycephalus_indicus","Platycephalus","Platycephalidae","Perciformes/Scorpaenoidei","unclear","unknown",1,"",""
"3769","platycephalus speculator","Platycephalus speculator",FALSE,411598,FALSE,"",1,"Platycephalus_speculator","Platycephalus","Platycephalidae","Perciformes/Scorpaenoidei","nocturnal","nocturnal",2,"",""
"3770","platygillellus altivelis","Platygillellus altivelis",FALSE,3638972,FALSE,"",1,"Platygillellus_altivelis","Platygillellus","Dactyloscopidae","Blenniiformes","diurnal","diurnal",1,"",""
"3771","platygillellus brasiliensis","Platygillellus brasiliensis",FALSE,3638973,FALSE,"",1,"Platygillellus_brasiliensis","Platygillellus","Dactyloscopidae","Blenniiformes","diurnal","diurnal",1,"",""
"3772","platygillellus bussingi","Platygillellus bussingi",FALSE,3638976,FALSE,"",1,"Platygillellus_bussingi","Platygillellus","Dactyloscopidae","Blenniiformes","diurnal","diurnal",1,"",""
"3773","platygillellus rubellulus","Platygillellus rubellulus",FALSE,3638975,FALSE,"",1,"Platygillellus_rubellulus","Platygillellus","Dactyloscopidae","Blenniiformes","diurnal","diurnal",1,"",""
"3774","platygillellus rubrocinctus","Platygillellus rubrocinctus",FALSE,614328,FALSE,"",1,"Platygillellus_rubrocinctus","Platygillellus","Dactyloscopidae","Blenniiformes","diurnal","diurnal",1,"",""
"3775","platygillellus smithi","Platygillellus smithi",FALSE,3638974,FALSE,"",1,"Platygillellus_smithi","Platygillellus","Dactyloscopidae","Blenniiformes","diurnal","diurnal",1,"",""
"3776","platynematichthys notatus","Platynematichthys notatus",FALSE,761562,FALSE,"",1,"Platynematichthys_notatus","Platynematichthys","Pimelodidae","Siluriformes","nocturnal","nocturnal",2,"",""
"3777","platypoecilus maculatus","Xiphophorus maculatus",FALSE,416852,TRUE,"",1,"Xiphophorus_maculatus","Xiphophorus","Poeciliidae","Cyprinodontiformes","diurnal","diurnal",1,"",""
"3778","platyrhina sinensis","Platyrhina sinensis",FALSE,920361,FALSE,"",1,"Platyrhina_sinensis","Platyrhina","Platyrhinidae","Torpediniformes","nocturnal","nocturnal",1,"",""
"3779","platyrhinoidis triseriata","Platyrhinoidis triseriata",FALSE,519270,FALSE,"",1,"Platyrhinoidis_triseriata","Platyrhinoidis","Platyrhinidae","Torpediniformes","nocturnal","nocturnal",1,"",""
"3780","plecoglossus altivelis","Plecoglossus altivelis",FALSE,486933,FALSE,"",1,"Plecoglossus_altivelis","Plecoglossus","Plecoglossidae","Osmeriformes","diurnal","diurnal",5,"","HIGHER_CONF"
"3782","plectorhinchus chaetodonoides","Plectorhinchus chaetodonoides",FALSE,115732,FALSE,"",1,"Plectorhinchus_chaetodonoides","Plectorhinchus","Haemulidae","Eupercaria/misc","nocturnal","nocturnal",2,"",""
"3783","plectorhinchus chubbi","Plectorhinchus chubbi",FALSE,796726,FALSE,"",1,"Plectorhinchus_chubbi","Plectorhinchus","Haemulidae","Eupercaria/misc","diurnal","diurnal",1,"","NEW_SPECIES"
"3784","plectorhinchus flavomaculatus","Plectorhinchus flavomaculatus",FALSE,636089,FALSE,"",1,"Plectorhinchus_flavomaculatus","Plectorhinchus","Haemulidae","Eupercaria/misc","nocturnal","nocturnal",1,"","NEW_SPECIES"
"3785","plectorhinchus gaterinus","Plectorhinchus gaterinus",FALSE,636095,FALSE,"",1,"Plectorhinchus_gaterinus","Plectorhinchus","Haemulidae","Eupercaria/misc","nocturnal","nocturnal",2,"",""
"3786","plectorhinchus lineatus","Plectorhinchus lineatus",FALSE,585291,FALSE,"",1,"Plectorhinchus_lineatus","Plectorhinchus","Haemulidae","Eupercaria/misc","diurnal","diurnal",1,"",""
"3787","plectorhinchus macrolepis","Plectorhinchus macrolepis",FALSE,1032468,FALSE,"",1,"Plectorhinchus_macrolepis","Plectorhinchus","Haemulidae","Eupercaria/misc","unclear","unknown",1,"",""
"3788","plectorhinchus mediterraneus","Plectorhinchus mediterraneus",FALSE,713964,FALSE,"",1,"Plectorhinchus_mediterraneus","Plectorhinchus","Haemulidae","Eupercaria/misc","nocturnal","nocturnal",1,"",""
"3789","plectorhinchus orientalis","Plectorhinchus orientalis",FALSE,396500,FALSE,"",2,"Plectorhinchus_orientalis",NA,NA,NA,"crepuscular/diurnal","crepuscular",2,"",""
"3790","plectorhinchus picus","Plectorhinchus picus",FALSE,759010,FALSE,"",1,"Plectorhinchus_picus","Plectorhinchus","Haemulidae","Eupercaria/misc","diurnal","diurnal",2,"",""
"3791","plectorhinchus plagiodesmus","Plectorhinchus plagiodesmus",FALSE,177506,FALSE,"",1,"Plectorhinchus_plagiodesmus","Plectorhinchus","Haemulidae","Eupercaria/misc","diurnal","diurnal",2,"",""
"3792","plectorhinchus playfairi","Plectorhinchus playfairi",FALSE,796732,FALSE,"",1,"Plectorhinchus_playfairi","Plectorhinchus","Haemulidae","Eupercaria/misc","diurnal","diurnal",2,"",""
"3793","plectorhinchus sordidus","Plectorhinchus sordidus",FALSE,870220,FALSE,"",1,"Plectorhinchus_sordidus","Plectorhinchus","Haemulidae","Eupercaria/misc","nocturnal","nocturnal",2,"",""
"3795","plectranthias inermis","Plectranthias inermis",FALSE,3633931,FALSE,"",1,"Plectranthias_inermis","Plectranthias","Serranidae","Perciformes/Serranoidei","diurnal","diurnal",2,"",""
"3796","plectroglyphidodon dickii","Plectroglyphidodon dickii",FALSE,1045539,FALSE,"incertae_sedis_inherited",1,"Plectroglyphidodon_dickii","Plectroglyphidodon","Pomacentridae","Ovalentaria/misc","diurnal","diurnal",2,"",""
"3797","plectroglyphidodon imparipennis","Plectroglyphidodon imparipennis",FALSE,919434,FALSE,"incertae_sedis_inherited",1,"Plectroglyphidodon_imparipennis","Plectroglyphidodon","Pomacentridae","Ovalentaria/misc","diurnal","diurnal",2,"",""
"3798","plectroglyphidodon johnstonianus","Plectroglyphidodon johnstonianus",FALSE,919431,FALSE,"incertae_sedis_inherited",1,"Plectroglyphidodon_johnstonianus","Plectroglyphidodon","Pomacentridae","Ovalentaria/misc","diurnal","diurnal",2,"",""
"3799","plectroglyphidodon lacrymatus","Plectroglyphidodon lacrymatus",FALSE,778892,FALSE,"incertae_sedis_inherited",1,"Plectroglyphidodon_lacrymatus","Plectroglyphidodon","Pomacentridae","Ovalentaria/misc","diurnal","diurnal",3,"","HIGHER_CONF"
"3800","plectroglyphidodon leucozonus","Plectroglyphidodon leucozonus",FALSE,778904,FALSE,"incertae_sedis_inherited",1,"Plectroglyphidodon_leucozonus","Plectroglyphidodon","Pomacentridae","Ovalentaria/misc","diurnal","diurnal",2,"",""
"3801","plectropomus laevis","Plectropomus laevis",FALSE,909659,FALSE,"",1,"Plectropomus_laevis","Plectropomus","Serranidae","Perciformes/Serranoidei","nocturnal","nocturnal",2,"",""
"3802","plectropomus leopardus","Plectropomus leopardus",FALSE,585591,FALSE,"",1,"Plectropomus_leopardus","Plectropomus","Serranidae","Perciformes/Serranoidei","diurnal","diurnal",3,"","HIGHER_CONF"
"3804","plectrypops retrospinis","Plectrypops retrospinis",FALSE,692148,FALSE,"",1,"Plectrypops_retrospinis","Plectrypops","Holocentridae","Holocentriformes","nocturnal","nocturnal",3,"",""
"3805","pleuragramma antarcticum","Pleuragramma antarctica",FALSE,303042,TRUE,"",1,"Pleuragramma_antarctica","Pleuragramma","Nototheniidae","Perciformes/Notothenioidei","nocturnal","nocturnal",3,"",""
"3806","pleurogrammus monopterygius","Pleurogrammus monopterygius",FALSE,185876,FALSE,"",1,"Pleurogrammus_monopterygius","Pleurogrammus","Hexagrammidae","Perciformes/Cottoidei","nocturnal","nocturnal",3,"",""
"3808","pleuronectes herzensteini","Pseudopleuronectes herzensteini",FALSE,331910,TRUE,"",1,"Pseudopleuronectes_herzensteini","Pseudopleuronectes","Pleuronectidae","Pleuronectiformes","crepuscular/diurnal","crepuscular",3,"","NEW_SPECIES"
"3810","pleuronectes platessa","Pleuronectes platessa",FALSE,408337,FALSE,"",1,"Pleuronectes_platessa","Pleuronectes","Pleuronectidae","Pleuronectiformes","diurnal","diurnal",4,"",""
"3811","pleuronectes yokohamae","Pseudopleuronectes yokohamae",FALSE,608831,TRUE,"",1,"Pseudopleuronectes_yokohamae","Pseudopleuronectes","Pleuronectidae","Pleuronectiformes","crepuscular/diurnal","crepuscular",3,"","NEW_SPECIES"
"3812","pleuronichthys coenosus","Pleuronichthys coenosus",FALSE,1091692,FALSE,"",1,"Pleuronichthys_coenosus","Pleuronichthys","Pleuronectidae","Pleuronectiformes","unclear","unknown",3,"",""
"3813","pleuronichthys verticalis","Pleuronichthys verticalis",FALSE,296669,FALSE,"",1,"Pleuronichthys_verticalis","Pleuronichthys","Pleuronectidae","Pleuronectiformes","nocturnal","nocturnal",4,"","NEW_SPECIES"
"3814","plotosus japonicus","Plotosus japonicus",FALSE,428014,FALSE,"",1,"Plotosus_japonicus","Plotosus","Plotosidae","Siluriformes","nocturnal","nocturnal",5,"",""
"3815","plotosus lineatus","Plotosus lineatus",FALSE,949069,FALSE,"",1,"Plotosus_lineatus","Plotosus","Plotosidae","Siluriformes","crepuscular/nocturnal","crepuscular",5,"",""
"3816","plotosus papuensis","Plotosus papuensis",FALSE,3622059,FALSE,"",1,"Plotosus_papuensis","Plotosus","Plotosidae","Siluriformes","unclear","unknown",2,"","NEW_SPECIES"
"3817","podothecus accipenserinus","Podothecus accipenserinus",FALSE,290399,FALSE,"",1,"Podothecus_accipenserinus","Podothecus","Agonidae","Perciformes/Cottoidei","unclear","unknown",2,"","NEW_SPECIES"
"3818","podothecus sturioides","Podothecus sturioides",FALSE,3632011,FALSE,"",1,"Podothecus_sturioides","Podothecus","Agonidae","Perciformes/Cottoidei","unclear","unknown",2,"","NEW_SPECIES"
"3819","poecilia latipinna","Poecilia latipinna",FALSE,998174,FALSE,"",1,"Poecilia_latipinna","Poecilia","Poeciliidae","Cyprinodontiformes","diurnal","diurnal",3,"ENSEMBL, GCF 001443285.1",""
"3820","poecilia latipunctata","Poecilia latipunctata",FALSE,6460,FALSE,"",1,"Poecilia_latipunctata","Poecilia","Poeciliidae","Cyprinodontiformes","diurnal","diurnal",2,"",""
"3821","poecilia mexicana","Poecilia mexicana",FALSE,6465,FALSE,"",1,"Poecilia_mexicana","Poecilia","Poeciliidae","Cyprinodontiformes","diurnal","diurnal",2,"GCF 001443325.1",""
"3822","poecilia reticulata","Poecilia reticulata",FALSE,312452,FALSE,"",1,"Poecilia_reticulata","Poecilia","Poeciliidae","Cyprinodontiformes","diurnal","diurnal",4,"ENSEMBL, GCF 000633615.1","HIGHER_CONF"
"3823","poecilia sphenops","Poecilia sphenops",FALSE,149162,FALSE,"",1,"Poecilia_sphenops","Poecilia","Poeciliidae","Cyprinodontiformes","diurnal","diurnal",5,"",""
"3824","poecilia velifera","Poecilia velifera",FALSE,6454,FALSE,"",1,"Poecilia_velifera","Poecilia","Poeciliidae","Cyprinodontiformes","diurnal","diurnal",1,"",""
"3825","pogonias cromis","Pogonias cromis",FALSE,897436,FALSE,"",1,"Pogonias_cromis","Pogonias","Sciaenidae","Eupercaria/misc","crepuscular/nocturnal","crepuscular",3,"",""
"3826","pollachius pollachius","Pollachius pollachius",FALSE,1014047,FALSE,"",1,"Pollachius_pollachius","Pollachius","Gadidae","Gadiformes","diurnal","diurnal",2,"",""
"3827","pollachius virens","Pollachius virens",FALSE,62649,FALSE,"",1,"Pollachius_virens","Pollachius","Gadidae","Gadiformes","diurnal","diurnal",4,"GCA 900312635.1",""
"3828","pollimyrus isidori","Pollimyrus isidori",FALSE,341696,FALSE,"",1,"Pollimyrus_isidori","Pollimyrus","Mormyridae","Osteoglossiformes","crepuscular/nocturnal","crepuscular",3,"",""
"3829","polyacanthonotus rissoanus","Polyacanthonotus rissoanus",FALSE,200363,FALSE,"",1,"Polyacanthonotus_rissoanus","Polyacanthonotus","Notacanthidae","Notacanthiformes","unclear","unknown",3,"",""
"3830","polyacanthus signatus","Belontia signata",FALSE,156503,TRUE,"",1,"Belontia_signata","Belontia","Osphronemidae","Anabantiformes","diurnal","diurnal",1,"",""
"3832","polycentropsis abbreviata","Polycentropsis abbreviata",FALSE,200596,FALSE,"incertae_sedis_inherited",1,"Polycentropsis_abbreviata","Polycentropsis","Nandidae","Anabantiformes","nocturnal","nocturnal",3,"",""
"3833","polycentrus schomburgkii","Polycentrus schomburgkii",FALSE,878390,FALSE,"incertae_sedis_inherited",1,"Polycentrus_schomburgkii","Polycentrus","Polycentridae","Ovalentaria/misc","diurnal","diurnal",1,"",""
"3834","polydactylus macrochir","Polydactylus macrochir",FALSE,1032492,FALSE,"incertae_sedis_inherited",1,"Polydactylus_macrochir","Polydactylus","Polynemidae","Carangaria/misc","unclear","unknown",2,"",""
"3835","polydactylus octonemus","Polydactylus octonemus",FALSE,3633162,FALSE,"incertae_sedis_inherited",1,"Polydactylus_octonemus","Polydactylus","Polynemidae","Carangaria/misc","nocturnal","nocturnal",2,"",""
"3836","polydactylus oligodon","Polydactylus oligodon",FALSE,3633158,FALSE,"incertae_sedis_inherited",1,"Polydactylus_oligodon","Polydactylus","Polynemidae","Carangaria/misc","diurnal","diurnal",1,"",""
"3837","polydactylus plebeius","Polydactylus plebeius",FALSE,691694,FALSE,"incertae_sedis_inherited",1,"Polydactylus_plebeius","Polydactylus","Polynemidae","Carangaria/misc","nocturnal","nocturnal",3,"",""
"3838","polydactylus quadrifilis","Polydactylus quadrifilis",FALSE,3633161,FALSE,"incertae_sedis_inherited",1,"Polydactylus_quadrifilis","Polydactylus","Polynemidae","Carangaria/misc","diurnal","diurnal",1,"",""
"3839","polydactylus sextarius","Polydactylus sextarius",FALSE,747919,FALSE,"incertae_sedis_inherited",1,"Polydactylus_sextarius","Polydactylus","Polynemidae","Carangaria/misc","crepuscular/nocturnal","crepuscular",2,"",""
"3840","polydactylus virginicus","Polydactylus virginicus",FALSE,494765,FALSE,"incertae_sedis_inherited",1,"Polydactylus_virginicus","Polydactylus","Polynemidae","Carangaria/misc","crepuscular/nocturnal","crepuscular",2,"",""
"3841","polymixia lowei","Polymixia lowei",FALSE,342734,FALSE,"",1,"Polymixia_lowei","Polymixia","Polymixiidae","Polymixiiformes","crepuscular/nocturnal","crepuscular",2,"",""
"3842","polynemus sexfilis","Polydactylus sexfilis",FALSE,796328,TRUE,"incertae_sedis_inherited",1,"Polydactylus_sexfilis","Polydactylus","Polynemidae","Carangaria/misc","unclear","unknown",3,"",""
"3844","polyodon spathula","Polyodon spathula",FALSE,904101,FALSE,"",1,"Polyodon_spathula","Polyodon","Polyodontidae","Acipenseriformes","nocturnal","nocturnal",4,"",""
"3845","polypera simushirae","Polypera simushirae",FALSE,3631951,FALSE,"",1,"Polypera_simushirae","Polypera","Liparidae","Perciformes/Cottoidei","crepuscular","crepuscular",3,"",""
"3846","polyprion americanus","Polyprion americanus",FALSE,614516,FALSE,"",1,"Polyprion_americanus","Polyprion","Polyprionidae","Acropomatiformes","unclear","unknown",1,"",""
"3847","polyprion oxygeneios","Polyprion oxygeneios",FALSE,1038846,FALSE,"",1,"Polyprion_oxygeneios","Polyprion","Polyprionidae","Acropomatiformes","diurnal","diurnal",1,"",""
"3848","polypterus delhezi","Polypterus delhezi",FALSE,940741,FALSE,"",1,"Polypterus_delhezi","Polypterus","Polypteridae","Polypteriformes","nocturnal","nocturnal",1,"",""
"3849","polypterus senegalus","Polypterus senegalus",FALSE,1064124,FALSE,"",1,"Polypterus_senegalus","Polypterus","Polypteridae","Polypteriformes","nocturnal","nocturnal",2,"",""
"3850","polysteganus praeorbitalis","Polysteganus praeorbitalis",FALSE,794363,FALSE,"",1,"Polysteganus_praeorbitalis","Polysteganus","Sparidae","Eupercaria/misc","diurnal","diurnal",2,"","NEW_SPECIES"
"3851","pomacanthus arcuatus","Pomacanthus arcuatus",FALSE,429277,FALSE,"",1,"Pomacanthus_arcuatus","Pomacanthus","Pomacanthidae","Acanthuriformes","diurnal","diurnal",1,"",""
"3852","pomacanthus asfur","Pomacanthus asfur",FALSE,351292,FALSE,"",1,"Pomacanthus_asfur","Pomacanthus","Pomacanthidae","Acanthuriformes","diurnal","diurnal",3,"","NEW_SPECIES"
"3853","pomacanthus imperator","Pomacanthus imperator",FALSE,133821,FALSE,"",1,"Pomacanthus_imperator","Pomacanthus","Pomacanthidae","Acanthuriformes","crepuscular/diurnal","crepuscular",3,"","HIGHER_CONF"
"3854","pomacanthus maculosus","Pomacanthus maculosus",FALSE,1087210,FALSE,"",1,"Pomacanthus_maculosus","Pomacanthus","Pomacanthidae","Acanthuriformes","crepuscular/diurnal","crepuscular",3,"","NEW_SPECIES"
"3855","pomacanthus paru","Pomacanthus paru",FALSE,351289,FALSE,"",1,"Pomacanthus_paru","Pomacanthus","Pomacanthidae","Acanthuriformes","diurnal","diurnal",2,"",""
"3856","pomacanthus zonipectus","Pomacanthus zonipectus",FALSE,826472,FALSE,"",1,"Pomacanthus_zonipectus","Pomacanthus","Pomacanthidae","Acanthuriformes","diurnal","diurnal",1,"",""
"3857","pomacentrus albicaudatus","Pomacentrus albicaudatus",FALSE,205769,FALSE,"incertae_sedis_inherited",1,"Pomacentrus_albicaudatus","Pomacentrus","Pomacentridae","Ovalentaria/misc","diurnal","diurnal",2,"",""
"3858","pomacentrus amboinensis","Pomacentrus amboinensis",FALSE,880239,FALSE,"incertae_sedis_inherited",1,"Pomacentrus_amboinensis","Pomacentrus","Pomacentridae","Ovalentaria/misc","diurnal","diurnal",2,"",""
"3859","pomacentrus coelestis","Pomacentrus coelestis",FALSE,622060,FALSE,"incertae_sedis_inherited",1,"Pomacentrus_coelestis","Pomacentrus","Pomacentridae","Ovalentaria/misc","diurnal","diurnal",2,"",""
