Species,State,Activity,NocGeiger,ActNOC,DiuGeiger,ActDIU,Lit,Family,Order,Class
Laudakia_caucasia,DIU,2,2,0,2,0,Szczerbak 2003,Agamidae,Acrodonta,Lepidosauria
Laudakia_himalayana,DIU,2,2,0,2,0,Baig et al 2012,Agamidae,Acrodonta,Lepidosauria
Laudakia_lehmanni,DIU,2,2,0,2,0,Baig et al 2012,Agamidae,Acrodonta,Lepidosauria
Laudakia_microlepis,DIU,2,2,0,2,0,Baig et al 2012,Agamidae,Acrodonta,Lepidosauria
Laudakia_nupta,DIU,2,2,0,2,0,Baig et al 2012,Agamidae,Acrodonta,Lepidosauria
Laudakia_sacra,DIU,2,2,0,2,0,Baig et al 2012,Agamidae,Acrodonta,Lepidosauria
Laudakia_stellio,DIU,2,2,0,2,0,Baig et al 2012,Agamidae,Acrodonta,Lepidosauria
Laudakia_stoliczkana,DIU,2,2,0,2,0,Baig et al 2012,Agamidae,Acrodonta,Lepidosauria
Laudakia_tuberculata,DIU,2,2,0,2,0,Baig et al 2012,Agamidae,Acrodonta,Lepidosauria
Leiolepis_belliana,DIU,2,2,0,2,0,Krysko and Enge 2005,Agamidae,Acrodonta,Lepidosauria
Lophognathus_longirostris,DIU,2,2,0,2,0,Meiri et al 2011,Agamidae,Acrodonta,Lepidosauria
Lyriocephalus_scutatus,DIU,2,2,0,2,0,Karunarathna and Amarasinghe 2011,Agamidae,Acrodonta,Lepidosauria
Moloch_horridus,DIU,2,2,0,2,0,Cogger 1992,Agamidae,Acrodonta,Lepidosauria
Otocryptis_wiegmanni,DIU,2,2,0,2,0,Karunarathna and Amarasinghe 2011,Agamidae,Acrodonta,Lepidosauria
Phrynocephalus_interscapularis,DIU,2,2,0,2,0,Ulmasov et al 1992,Agamidae,Acrodonta,Lepidosauria
Phrynocephalus_raddei,DIU,2,2,0,2,0,Ulmasov et al 1992,Agamidae,Acrodonta,Lepidosauria
Physignathus_cocincinus,DIU,2,2,0,2,0,Meiri et al 2011,Agamidae,Acrodonta,Lepidosauria
Physignathus_lesueurii,DIU,2,2,0,2,0,Griffiths 1997,Agamidae,Acrodonta,Lepidosauria
Pogona_vitticeps,DIU,2,2,0,2,0,Seebacher and Franklin 2003,Agamidae,Acrodonta,Lepidosauria
Pseudotrapelus_sinaitus,DIU,2,2,0,2,0,Disi 2011,Agamidae,Acrodonta,Lepidosauria
Sitana_ponticeriana,DIU,2,2,0,2,0,Meiri et al 2011,Agamidae,Acrodonta,Lepidosauria
Trapelus_ruderatus,DIU,2,2,0,2,0,Vesely and Modry 2002,Agamidae,Acrodonta,Lepidosauria
Trapelus_sanguinolentus,DIU,2,2,0,2,0,Vesely and Modry 2002,Agamidae,Acrodonta,Lepidosauria
Trapelus_savignii,DIU,2,2,0,2,0,Attum et al 2006,Agamidae,Acrodonta,Lepidosauria
Tympanocryptis_lineata,DIU,2,2,0,2,0,Melville and Schulte 2001,Agamidae,Acrodonta,Lepidosauria
Uromastyx_hardwickii,DIU,2,2,0,2,0,Wilms and Bohme 2007,Agamidae,Acrodonta,Lepidosauria
Bradypodion_pumilum,DIU,2,2,0,2,0,Branch 1988,Chamaeleonidae,Acrodonta,Lepidosauria
Brookesia_brygooi,DIU,2,2,0,2,0,Glaw and Vences 1994,Chamaeleonidae,Acrodonta,Lepidosauria
Chamaeleo_calyptratus,DIU,2,2,0,2,0,Krysko et al 2004,Chamaeleonidae,Acrodonta,Lepidosauria
Kinyongia_fischeri,DIU,2,2,0,2,0,"Dodd, Jr. 1981",Chamaeleonidae,Acrodonta,Lepidosauria
Furcifer_oustaleti,DIU,2,2,0,2,0,D'Cruze and Kumar 2011,Chamaeleonidae,Acrodonta,Lepidosauria
Rieppeleon_brevicaudatus,DIU,2,2,0,2,0,Spawls et al 2002,Chamaeleonidae,Acrodonta,Lepidosauria
Rhampholeon_spectrum,DIU,2,2,0,2,0,Akani et al 2001,Chamaeleonidae,Acrodonta,Lepidosauria
Amphisbaena_alba,NOC,1,1,1,1,1,Abe and Johansen 1987,Amphisbaenidae,Amphisbaenia,Lepidosauria
Geocalamus_acutus,DIU,2,2,0,2,0,Spawls et al 2006,Amphisbaenidae,Amphisbaenia,Lepidosauria
Bipes_biporus,DIU,2,2,0,2,0,Meiri et al 2011,Bipedidae,Amphisbaenia,Lepidosauria
Bipes_canaliculatus,DIU,2,2,0,2,0,Meiri et al 2011,Bipedidae,Amphisbaenia,Lepidosauria
Blanus_cinereus,DIU,2,2,0,2,0,Gil et al 1993,Blanidae,Amphisbaenia,Lepidosauria
Diplometopon_zarudnyi,NOC,1,1,1,1,1,Al-Johany 1999,Trogonophiidae,Amphisbaenia,Lepidosauria
Trogonophis_wiegmanni,DIU,2,2,0,2,0,Lopez et al 2002,Trogonophiidae,Amphisbaenia,Lepidosauria
Abronia_oaxacae,DIU,2,2,0,2,0,Peterson et al 2004,Anguidae,Anguimorpha,Lepidosauria
Anguis_fragilis,DIU,2,2,0,2,0,Luiselli 1992,Anguidae,Anguimorpha,Lepidosauria
Anniella_pulchra,DIU,2,2,0,2,0,Bury and Balgooyen 1976,Anguidae,Anguimorpha,Lepidosauria
Barisia_imbricata,DIU,2,2,0,2,0,Meiri et al 2011,Anguidae,Anguimorpha,Lepidosauria
Diploglossus_bilobatus,DIU,2,2,0,2,0,Savage 2002,Anguidae,Anguimorpha,Lepidosauria
Elgaria_coerulea,DIU,2,2,0,2,0,Rutherford and Gregory 2003,Anguidae,Anguimorpha,Lepidosauria
Elgaria_kingii,DIU,2,2,0,2,0,Degenhardt et al 1996,Anguidae,Anguimorpha,Lepidosauria
Elgaria_multicarinata,DIU,2,2,0,2,0,Stebbins 2003,Anguidae,Anguimorpha,Lepidosauria
Elgaria_panamintina,DIU,2,2,0,2,0,Stebbins 2003,Anguidae,Anguimorpha,Lepidosauria
Ophiodes_striatus,DIU,2,2,0,2,0,Meiri et al 2011,Anguidae,Anguimorpha,Lepidosauria
Pseudopus_apodus,DIU,2,2,0,2,0,Szczerbak 2003,Anguidae,Anguimorpha,Lepidosauria
Ophisaurus_attenuatus,DIU,2,2,0,2,0,Harding 2000,Anguidae,Anguimorpha,Lepidosauria
Ophisaurus_ventralis,DIU,2,2,0,2,0,Meiri et al 2011,Anguidae,Anguimorpha,Lepidosauria
Heloderma_suspectum,ARR,3,1,1,2,0,Meiri et al 2011,Helodermatidae,Anguimorpha,Lepidosauria
Varanus_acanthurus,DIU,2,2,0,2,0,Cogger 2000,Varanidae,Anguimorpha,Lepidosauria
Varanus_bengalensis,DIU,2,2,0,2,0,Cox et al. 1998,Varanidae,Anguimorpha,Lepidosauria
Varanus_eremius,DIU,2,2,0,2,0,Cogger 2000,Varanidae,Anguimorpha,Lepidosauria
Varanus_giganteus,DIU,2,2,0,2,0,Cogger 2000,Varanidae,Anguimorpha,Lepidosauria
Varanus_gilleni,DIU,2,2,0,2,0,Cogger 2000,Varanidae,Anguimorpha,Lepidosauria
Varanus_griseus,DIU,2,2,0,2,0,Ibrahim 2000,Varanidae,Anguimorpha,Lepidosauria
Varanus_indicus,DIU,2,2,0,2,0,Cogger 2000,Varanidae,Anguimorpha,Lepidosauria
Varanus_prasinus,DIU,2,2,0,2,0,Cogger 2000,Varanidae,Anguimorpha,Lepidosauria
Varanus_salvator,DIU,2,2,0,2,0,Cox et al. 1998,Varanidae,Anguimorpha,Lepidosauria
Varanus_spenceri,DIU,2,2,0,2,0,Cogger 2000,Varanidae,Anguimorpha,Lepidosauria
Varanus_varius,DIU,2,2,0,2,0,Cogger 2000,Varanidae,Anguimorpha,Lepidosauria
Xenosaurus_grandis,DIU,2,2,0,2,0,Meiri et al 2011,Xenosaridae,Anguimorpha,Lepidosauria
Anelytropsis_papillosus,ARR,3,1,1,2,0,IUCN,Dibamidae,Dibamidae,Lepidosauria
Dibamus_novaeguineae,ARR,3,1,1,2,0,IUCN,Dibamidae,Dibamidae,Lepidosauria
Carphodactylus_laevis,NOC,1,1,1,1,1,Cogger 1992,Carphodactylidae,Gekkota,Lepidosauria
Underwoodisaurus_milii,NOC,1,1,1,1,1,Shah et al 2004,Carphodactylidae,Gekkota,Lepidosauria
Phyllurus_platurus,NOC,1,1,1,1,1,Griffiths 1997,Carphodactylidae,Gekkota,Lepidosauria
Diplodactylus_conspicillatus,NOC,1,1,1,1,1,Pianka and Pianka 1976,Diplodactylidae,Gekkota,Lepidosauria
Lucasium_damaeum,NOC,1,1,1,1,1,Cogger 1992,Diplodactylidae,Gekkota,Lepidosauria
Oedura_marmorata,NOC,1,1,1,1,1,Cogger 1992,Diplodactylidae,Gekkota,Lepidosauria
Pseudothecadactylus_lindneri,CRE,4,1,1,2,0,Cogger 1992,Diplodactylidae,Gekkota,Lepidosauria
Rhacodactylus_ciliatus,NOC,1,1,1,1,1,Underwood 2005,Diplodactylidae,Gekkota,Lepidosauria
Aeluroscalabotes_felinus,NOC,1,1,1,1,1,Meiri et al 2011,Eublepharidae,Gekkota,Lepidosauria
Coleonyx_brevis,NOC,1,1,1,1,1,Conant and Collins 1998,Eublepharidae,Gekkota,Lepidosauria
Coleonyx_mitratus,NOC,1,1,1,1,1,Dial 1978,Eublepharidae,Gekkota,Lepidosauria
Coleonyx_variegatus,NOC,1,1,1,1,1,Smith 1995,Eublepharidae,Gekkota,Lepidosauria
Eublepharis_macularius,NOC,1,1,1,1,1,Autumn et al 1999,Eublepharidae,Gekkota,Lepidosauria
Goniurosaurus_araneus,NOC,1,1,1,1,1,Meiri et al 2011,Eublepharidae,Gekkota,Lepidosauria
Goniurosaurus_luii,NOC,1,1,1,1,1,Grismer et al 1999,Eublepharidae,Gekkota,Lepidosauria
Hemitheconyx_caudicinctus,NOC,1,1,1,1,1,Kratochvil and Frynta 2002,Eublepharidae,Gekkota,Lepidosauria
Holodactylus_africanus,NOC,1,1,1,1,1,Spawls et al 2006,Eublepharidae,Gekkota,Lepidosauria
Chondrodactylus_bibronii,NOC,1,1,1,1,1,Meyer and Mouton 2007,Gekkonidae,Gekkota,Lepidosauria
Cnemaspis_limi,NOC,1,1,1,1,1,Grismer et al 2008,Gekkonidae,Gekkota,Lepidosauria
Cyrtopodion_scabrum,NOC,1,1,1,1,1,Conant and Collins 1998,Gekkonidae,Gekkota,Lepidosauria
Ebenavia_inunguis,NOC,1,1,1,1,1,Glaw and Vences 1994,Gekkonidae,Gekkota,Lepidosauria
Hemidactylus_angulatus,NOC,1,1,1,1,1,Carranza and Arnold 2005,Gekkonidae,Gekkota,Lepidosauria
Hemidactylus_flaviviridis,ARR,3,1,1,2,0,Meiri et al 2011,Gekkonidae,Gekkota,Lepidosauria
Hemidactylus_frenatus,NOC,1,1,1,1,1,Lee 2000,Gekkonidae,Gekkota,Lepidosauria
Hemidactylus_haitianus,NOC,1,1,1,1,1,Carranza and Arnold 2005,Gekkonidae,Gekkota,Lepidosauria
Hemidactylus_longicephalus,NOC,1,1,1,1,1,Branch 1998,Gekkonidae,Gekkota,Lepidosauria
Hemidactylus_mabouia,NOC,1,1,1,1,1,Branch 1988,Gekkonidae,Gekkota,Lepidosauria
Hemidactylus_macropholis,NOC,1,1,1,1,1,Spawls et al 2002,Gekkonidae,Gekkota,Lepidosauria
Hemidactylus_palaichthus,NOC,1,1,1,1,1,Schwartz and Henderson 1991,Gekkonidae,Gekkota,Lepidosauria
Hemidactylus_robustus,NOC,1,1,1,1,1,Spawls et al 2002,Gekkonidae,Gekkota,Lepidosauria
Hemidactylus_turcicus,NOC,1,1,1,1,1,Conant and Collins 1991,Gekkonidae,Gekkota,Lepidosauria
Lepidodactylus_lugubris,NOC,1,1,1,1,1,Savage 2002,Gekkonidae,Gekkota,Lepidosauria
Lygodactylus_bradfieldi,DIU,2,2,0,2,0,Branch 1998,Gekkonidae,Gekkota,Lepidosauria
Lygodactylus_klugei,DIU,2,2,0,2,0,Meiri et al 2011,Gekkonidae,Gekkota,Lepidosauria
Lygodactylus_miops,DIU,2,2,0,2,0,Castiglia and Annesi 2011,Gekkonidae,Gekkota,Lepidosauria
Lygodactylus_mirabilis,DIU,2,2,0,2,0,Castiglia and Annesi 2011,Gekkonidae,Gekkota,Lepidosauria
Lygodactylus_tolampyae,DIU,2,2,0,2,0,Castiglia and Annesi 2011,Gekkonidae,Gekkota,Lepidosauria
Narudasia_festiva,DIU,2,2,0,2,0,Branch 1988,Gekkonidae,Gekkota,Lepidosauria
Pachydactylus_punctatus,NOC,1,1,1,1,1,Branch 1988,Gekkonidae,Gekkota,Lepidosauria
Paroedura_masobe,NOC,1,1,1,1,1,Jackman et al 2007,Gekkonidae,Gekkota,Lepidosauria
Paroedura_picta,NOC,1,1,1,1,1,Glaw and Vences 1994,Gekkonidae,Gekkota,Lepidosauria
Phelsuma_borbonica,DIU,2,2,0,2,0,Sanchez 2010,Gekkonidae,Gekkota,Lepidosauria
Phelsuma_madagascariensis,DIU,2,2,0,2,0,Glaw and Vences 1994,Gekkonidae,Gekkota,Lepidosauria
Phelsuma_modesta,DIU,2,2,0,2,0,Glaw and Vences 1994,Gekkonidae,Gekkota,Lepidosauria
Phelsuma_ocellata,DIU,2,2,0,2,0,Branch 1988,Gekkonidae,Gekkota,Lepidosauria
Rhoptropus_boultoni,DIU,2,2,0,2,0,Branch 1988,Gekkonidae,Gekkota,Lepidosauria
Uroplatus_henkeli,NOC,1,1,1,1,1,Glaw and Vences 1994,Gekkonidae,Gekkota,Lepidosauria
Uroplatus_phantasticus,NOC,1,1,1,1,1,Glaw and Vences 1994,Gekkonidae,Gekkota,Lepidosauria
Homonota_darwinii,NOC,1,1,1,1,1,Meiri et al 2011,Phyllodactylidae,Gekkota,Lepidosauria
Homonota_fasciata,NOC,1,1,1,1,1,Meiri et al 2011,Phyllodactylidae,Gekkota,Lepidosauria
Phyllodactylus_reissii,NOC,1,1,1,1,1,Torres-Carvajal and Tapia 2011,Phyllodactylidae,Gekkota,Lepidosauria
Phyllodactylus_tuberculosus,NOC,1,1,1,1,1,Lee 2000,Phyllodactylidae,Gekkota,Lepidosauria
Phyllodactylus_unctus,NOC,1,1,1,1,1,Stebbins 2003,Phyllodactylidae,Gekkota,Lepidosauria
Phyllopezus_pollicaris,NOC,1,1,1,1,1,Oliveria and Marquis 2002,Phyllodactylidae,Gekkota,Lepidosauria
Ptyodactylus_guttatus,ARR,3,1,1,2,0,Meiri et al 2011,Phyllodactylidae,Gekkota,Lepidosauria
Ptyodactylus_hasselquistii,NOC,1,1,1,1,1,Arad 1995,Phyllodactylidae,Gekkota,Lepidosauria
Tarentola_americana,NOC,1,1,1,1,1,Schwartz and Henderson 1991,Phyllodactylidae,Gekkota,Lepidosauria
Geckonia_chazaliae,NOC,1,1,1,1,1,Roth and Kelber 2004,Phyllodactylidae,Gekkota,Lepidosauria
Tarentola_delalandii,NOC,1,1,1,1,1,Gubitz et al 2000,Phyllodactylidae,Gekkota,Lepidosauria
Tarentola_deserti,NOC,1,1,1,1,1,Meiri et al 2011,Phyllodactylidae,Gekkota,Lepidosauria
Tarentola_mauritanica,ARR,3,1,1,2,0,Meiri et al 2011,Phyllodactylidae,Gekkota,Lepidosauria
Thecadactylus_rapicauda,NOC,1,1,1,1,1,Schluter et al 2004,Phyllodactylidae,Gekkota,Lepidosauria
Thecadactylus_solimoensis,NOC,1,1,1,1,1,Jordan et al 2011,Phyllodactylidae,Gekkota,Lepidosauria
Delma_tincta,NOC,1,1,1,1,1,Shine 1986,Pygopodidae,Gekkota,Lepidosauria
Paradelma_orientalis,CRE,4,1,1,2,0,Cogger 1992,Pygopodidae,Gekkota,Lepidosauria
Aristelliger_georgeensis,NOC,1,1,1,1,1,Lee 2000,Sphaerodactylidae,Gekkota,Lepidosauria
Aristelliger_praesignis,CRE,4,1,1,2,0,Schwartz and Henderson 1991,Sphaerodactylidae,Gekkota,Lepidosauria
Coleodactylus_amazonicus,DIU,2,2,0,2,0,dos Santos et al 2003,Sphaerodactylidae,Gekkota,Lepidosauria
Coleodactylus_brachystoma,DIU,2,2,0,2,0,Geurgas and Rodrigues 2010,Sphaerodactylidae,Gekkota,Lepidosauria
Coleodactylus_septentrionalis,DIU,2,2,0,2,0,Geurgas and Rodrigues 2010,Sphaerodactylidae,Gekkota,Lepidosauria
Euleptes_europaea,NOC,1,1,1,1,1,Salvidio and Delaugerre 2003,Sphaerodactylidae,Gekkota,Lepidosauria
Gonatodes_albogularis,DIU,2,2,0,2,0,Conant and Collins 1991,Sphaerodactylidae,Gekkota,Lepidosauria
Gonatodes_annularis,DIU,2,2,0,2,0,Schargel et al 2010,Sphaerodactylidae,Gekkota,Lepidosauria
Gonatodes_caudiscutatus,DIU,2,2,0,2,0,Schargel et al 2010,Sphaerodactylidae,Gekkota,Lepidosauria
Gonatodes_ceciliae,DIU,2,2,0,2,0,Schargel et al 2010,Sphaerodactylidae,Gekkota,Lepidosauria
Gonatodes_concinnatus,DIU,2,2,0,2,0,Schargel et al 2010,Sphaerodactylidae,Gekkota,Lepidosauria
Gonatodes_daudini,DIU,2,2,0,2,0,Schargel et al 2010,Sphaerodactylidae,Gekkota,Lepidosauria
Gonatodes_eladioi,DIU,2,2,0,2,0,Schargel et al 2010,Sphaerodactylidae,Gekkota,Lepidosauria
Gonatodes_hasemani,DIU,2,2,0,2,0,Duellman 2005,Sphaerodactylidae,Gekkota,Lepidosauria
Gonatodes_humeralis,DIU,2,2,0,2,0,Schluter et al 2004,Sphaerodactylidae,Gekkota,Lepidosauria
Gonatodes_ocellatus,DIU,2,2,0,2,0,Schargel et al 2010,Sphaerodactylidae,Gekkota,Lepidosauria
Gonatodes_vittatus,DIU,2,2,0,2,0,Schargel et al 2010,Sphaerodactylidae,Gekkota,Lepidosauria
Lepidoblepharis_xanthostigma,DIU,2,2,0,2,0,Savage 2002,Sphaerodactylidae,Gekkota,Lepidosauria
Pristurus_carteri,ARR,3,1,1,2,0,Arnold 1993,Sphaerodactylidae,Gekkota,Lepidosauria
Pseudogonatodes_guianensis,DIU,2,2,0,2,0,Schluter et al 2004,Sphaerodactylidae,Gekkota,Lepidosauria
Quedenfeldtia_trachyblepharus,DIU,2,2,0,2,0,Meiri et al 2011,Sphaerodactylidae,Gekkota,Lepidosauria
Saurodactylus_mauritanicus,CRE,4,1,1,2,0,Meek 2008,Sphaerodactylidae,Gekkota,Lepidosauria
Sphaerodactylus_argus,DIU,2,2,0,2,0,Lee 2000,Sphaerodactylidae,Gekkota,Lepidosauria
Sphaerodactylus_elegans,CRE,4,1,1,2,0,Conant and Collins 1991,Sphaerodactylidae,Gekkota,Lepidosauria
Sphaerodactylus_glaucus,DIU,2,2,0,2,0,Lee 2000,Sphaerodactylidae,Gekkota,Lepidosauria
Sphaerodactylus_klauberi,NOC,1,1,1,1,1,Hass 1991,Sphaerodactylidae,Gekkota,Lepidosauria
Sphaerodactylus_nicholsi,NOC,1,1,1,1,1,Schwartz and Henderson 1991,Sphaerodactylidae,Gekkota,Lepidosauria
Sphaerodactylus_nigropunctatus,NOC,1,1,1,1,1,Hass 1991,Sphaerodactylidae,Gekkota,Lepidosauria
Sphaerodactylus_notatus,CRE,4,1,1,2,0,Conant and Collins 1998,Sphaerodactylidae,Gekkota,Lepidosauria
Sphaerodactylus_roosevelti,NOC,1,1,1,1,1,Meiri et al 2011,Sphaerodactylidae,Gekkota,Lepidosauria
Sphaerodactylus_torrei,NOC,1,1,1,1,1,Hass 1991,Sphaerodactylidae,Gekkota,Lepidosauria
Sphaerodactylus_townsendi,NOC,1,1,1,1,1,Hass 1991,Sphaerodactylidae,Gekkota,Lepidosauria
Teratoscincus_przewalskii,NOC,1,1,1,1,1,Autumn et al 1999,Sphaerodactylidae,Gekkota,Lepidosauria
Teratoscincus_roborowskii,NOC,1,1,1,1,1,Werner et al 1997,Sphaerodactylidae,Gekkota,Lepidosauria
Alopoglossus_atriventris,DIU,2,2,0,2,0,Vitt and Zani 1996,Gymnophthalmidae,Lacertoidea,Lepidosauria
Arthrosaura_kockii,DIU,2,2,0,2,0,Hoogmoed and Avila-Pires 1992,Gymnophthalmidae,Lacertoidea,Lepidosauria
Arthrosaura_reticulata,DIU,2,2,0,2,0,Schluter et al 2004,Gymnophthalmidae,Lacertoidea,Lepidosauria
Calyptommatus_leiolepis,NOC,1,1,1,1,1,Siedchlag et al 2010,Gymnophthalmidae,Lacertoidea,Lepidosauria
Calyptommatus_nicterus,NOC,1,1,1,1,1,Siedchlag et al 2010,Gymnophthalmidae,Lacertoidea,Lepidosauria
Calyptommatus_sinebrachiatus,NOC,1,1,1,1,1,Siedchlag et al 2010,Gymnophthalmidae,Lacertoidea,Lepidosauria
Cercosaura_argulus,DIU,2,2,0,2,0,Schluter et al 2004,Gymnophthalmidae,Lacertoidea,Lepidosauria
Cercosaura_ocellata,DIU,2,2,0,2,0,Schluter et al 2004,Gymnophthalmidae,Lacertoidea,Lepidosauria
Cercosaura_schreibersii,DIU,2,2,0,2,0,Meiri et al 2011,Gymnophthalmidae,Lacertoidea,Lepidosauria
Colobodactylus_taunayi,DIU,2,2,0,2,0,Vrcibradic and Rocha 2005,Gymnophthalmidae,Lacertoidea,Lepidosauria
Colobosaura_modesta,DIU,2,2,0,2,0,Oliveria and Marquis 2002,Gymnophthalmidae,Lacertoidea,Lepidosauria
Iphisa_elegans,DIU,2,2,0,2,0,Schluter et al 2004,Gymnophthalmidae,Lacertoidea,Lepidosauria
Leposoma_percarinatum,DIU,2,2,0,2,0,Caldwell and Vitt 1999,Gymnophthalmidae,Lacertoidea,Lepidosauria
Micrablepharus_maximiliani,DIU,2,2,0,2,0,Rodrigues 1996,Gymnophthalmidae,Lacertoidea,Lepidosauria
Potamites_ecpleopus,DIU,2,2,0,2,0,Schluter et al 2004,Gymnophthalmidae,Lacertoidea,Lepidosauria
Neusticurus_rudis,DIU,2,2,0,2,0,Uzzell 1966,Gymnophthalmidae,Lacertoidea,Lepidosauria
Nothobachia_ablephara,DIU,2,2,0,2,0,Siedchlag et al 2010,Gymnophthalmidae,Lacertoidea,Lepidosauria
Procellosaurinus_tetradactylus,DIU,2,2,0,2,0,Rodrigues 1996b,Gymnophthalmidae,Lacertoidea,Lepidosauria
Proctoporus_bolivianus,DIU,2,2,0,2,0,Doan and Castoe 2003,Gymnophthalmidae,Lacertoidea,Lepidosauria
Ptychoglossus_brevifrontalis,DIU,2,2,0,2,0,Duellman 2005,Gymnophthalmidae,Lacertoidea,Lepidosauria
Tretioscincus_agilis,DIU,2,2,0,2,0,Martins 1991,Gymnophthalmidae,Lacertoidea,Lepidosauria
Vanzosaura_rubricauda,DIU,2,2,0,2,0,Mesquita et al 2006,Gymnophthalmidae,Lacertoidea,Lepidosauria
Acanthodactylus_erythrurus,DIU,2,2,0,2,0,Arnold and Burton 1978,Lacertidae,Lacertoidea,Lepidosauria
Adolfus_alleni,DIU,2,2,0,2,0,Spawls et al. 2002,Lacertidae,Lacertoidea,Lepidosauria
Algyroides_nigropunctatus,DIU,2,2,0,2,0,Arnold and Burton 1978,Lacertidae,Lacertoidea,Lepidosauria
Darevskia_praticola,DIU,2,2,0,2,0,Arnold and Burton 1978,Lacertidae,Lacertoidea,Lepidosauria
Dinarolacerta_mosorensis,DIU,2,2,0,2,0,Arnold and Burton 1978,Lacertidae,Lacertoidea,Lepidosauria
Eremias_arguta,DIU,2,2,0,2,0,Arnold and Burton 1978,Lacertidae,Lacertoidea,Lepidosauria
Gastropholis_prasina,DIU,2,2,0,2,0,Spawls et al. 2002,Lacertidae,Lacertoidea,Lepidosauria
Holaspis_guentheri,DIU,2,2,0,2,0,Spawls et al. 2002,Lacertidae,Lacertoidea,Lepidosauria
Ichnotropis_capensis,DIU,2,2,0,2,0,Branch 1998,Lacertidae,Lacertoidea,Lepidosauria
Lacerta_agilis,DIU,2,2,0,2,0,Arnold and Burton 1978,Lacertidae,Lacertoidea,Lepidosauria
Latastia_longicaudata,DIU,2,2,0,2,0,Spawls et al. 2002,Lacertidae,Lacertoidea,Lepidosauria
Meroles_cuneirostris,DIU,2,2,0,2,0,Meiri et al 2011,Lacertidae,Lacertoidea,Lepidosauria
Nucras_tessellata,CRE,4,1,1,2,0,Branch 1998,Lacertidae,Lacertoidea,Lepidosauria
Ophisops_elegans,DIU,2,2,0,2,0,Arnold and Burton 1978,Lacertidae,Lacertoidea,Lepidosauria
Pedioplanis_breviceps,DIU,2,2,0,2,0,Branch 1998,Lacertidae,Lacertoidea,Lepidosauria
Podarcis_siculus,DIU,2,2,0,2,0,Meiri et al 2011,Lacertidae,Lacertoidea,Lepidosauria
Psammodromus_hispanicus,DIU,2,2,0,2,0,Meiri et al 2011,Lacertidae,Lacertoidea,Lepidosauria
Scelarcis_perspicillata,DIU,2,2,0,2,0,Arnold and Burton 1978,Lacertidae,Lacertoidea,Lepidosauria
Takydromus_smaragdinus,DIU,2,2,0,2,0,Goris and Maeda 2004,Lacertidae,Lacertoidea,Lepidosauria
Timon_lepidus,DIU,2,2,0,2,0,Arnold and Burton 1978,Lacertidae,Lacertoidea,Lepidosauria
Zootoca_vivipara,DIU,2,2,0,2,0,Goris and Maeda 2004,Lacertidae,Lacertoidea,Lepidosauria
Ameiva_ameiva,DIU,2,2,0,2,0,Schluter et al 2004,Teiidae,Lacertoidea,Lepidosauria
Ameiva_undulata,DIU,2,2,0,2,0,Lee 2000,Teiidae,Lacertoidea,Lepidosauria
Aspidoscelis_burti,DIU,2,2,0,2,0,Brennan and Holycross 2006,Teiidae,Lacertoidea,Lepidosauria
Aspidoscelis_sexlineatus,DIU,2,2,0,2,0,Smith 1995,Teiidae,Lacertoidea,Lepidosauria
Aspidoscelis_tigris,DIU,2,2,0,2,0,Brennan and Holycross 2006,Teiidae,Lacertoidea,Lepidosauria
Dicrodon_guttulatum,DIU,2,2,0,2,0,Huey 1974,Teiidae,Lacertoidea,Lepidosauria
Kentropyx_pelviceps,DIU,2,2,0,2,0,Duellman 2005,Teiidae,Lacertoidea,Lepidosauria
Teius_teyou,DIU,2,2,0,2,0,Meiri et al 2011,Teiidae,Lacertoidea,Lepidosauria
Tupinambis_teguixin,DIU,2,2,0,2,0,Duellman 2005,Teiidae,Lacertoidea,Lepidosauria
Basiliscus_basiliscus,DIU,2,2,0,2,0,Savage 2002,Corytophanidae,Pleurodonta,Lepidosauria
Basiliscus_plumifrons,DIU,2,2,0,2,0,Dallwig et al 2011,Corytophanidae,Pleurodonta,Lepidosauria
Basiliscus_vittatus,DIU,2,2,0,2,0,Lee 2000,Corytophanidae,Pleurodonta,Lepidosauria
Corytophanes_cristatus,DIU,2,2,0,2,0,Savage 2002,Corytophanidae,Pleurodonta,Lepidosauria
Laemanctus_longipes,DIU,2,2,0,2,0,Lee 2000,Corytophanidae,Pleurodonta,Lepidosauria
Crotaphytus_collaris,DIU,2,2,0,2,0,Stebbins 2003,Crotaphytidae,Pleurodonta,Lepidosauria
Gambelia_wislizenii,DIU,2,2,0,2,0,Meiri et al 2011,Crotaphytidae,Pleurodonta,Lepidosauria
Anolis_carolinensis,DIU,2,2,0,2,0,Meiri et al 2011,Dactyloidae,Pleurodonta,Lepidosauria
Anolis_cristatellus,DIU,2,2,0,2,0,Salzburg 1984,Dactyloidae,Pleurodonta,Lepidosauria
Anolis_cybotes,DIU,2,2,0,2,0,Huey et al 1983,Dactyloidae,Pleurodonta,Lepidosauria
Anolis_distichus,DIU,2,2,0,2,0,Huey et al 1983,Dactyloidae,Pleurodonta,Lepidosauria
Anolis_grahami,DIU,2,2,0,2,0,Huey et al 1983,Dactyloidae,Pleurodonta,Lepidosauria
Anolis_sagrei,DIU,2,2,0,2,0,Salzburg 1984,Dactyloidae,Pleurodonta,Lepidosauria
Enyalioides_laticeps,DIU,2,2,0,2,0,Duellman 2005,Hoplocercidae,Pleurodonta,Lepidosauria
